captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.gma.10.median_price,prices.ebay.graded.gma.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,487,Haru Akasaka,haru-akasaka,PAR 11,11,740487,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,80,2228,https://images.tcggo.com/tcggo/storage/2240/dottler-par-11-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2228,https://www.tcggo.com/external/tcgplayer/2228,Dottler,Dottler 11,0.03,0.04,7988,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.09,0.11,Common,dottler,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/dottler-11,sv4-11,523610,singles
2026-08-23T17:19:56+02:00,,392,Oku,oku,PAR 12,12,740488,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,130,2229,https://images.tcggo.com/tcggo/storage/2241/orbeetle-par-12-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2229,https://www.tcggo.com/external/tcgplayer/2229,Orbeetle,Orbeetle 12,0.03,0.02,7970,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Uncommon,orbeetle,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/orbeetle-12,sv4-12,523611,singles
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,PAR 13,13,740489,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,40,2230,https://images.tcggo.com/tcggo/storage/2242/nymble-par-13-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2230,https://www.tcggo.com/external/tcgplayer/2230,Nymble,Nymble 13,0.03,0.04,8620,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,0.12,Common,nymble,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/nymble-13,sv4-13,523612,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,PAR 14,14,740490,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,50,2231,https://images.tcggo.com/tcggo/storage/2243/nymble-par-14-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2231,https://www.tcggo.com/external/tcgplayer/2231,Nymble,Nymble 14,0.03,0.03,7859,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.1,Common,nymble,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/nymble-14,sv4-14,523614,singles
2026-08-23T17:19:56+02:00,,441,Tomokazu Komiya,tomokazu-komiya,PAR 15,15,740491,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,50,2232,https://images.tcggo.com/tcggo/storage/2244/toedscool-par-15-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2232,https://www.tcggo.com/external/tcgplayer/2232,Toedscool,Toedscool 15,0.04,0.06,7231,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.13,Common,toedscool,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/toedscool-15,sv4-15,523615,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,PAR 16,16,740492,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,60,2233,https://images.tcggo.com/tcggo/storage/2245/toedscool-par-16-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2233,https://www.tcggo.com/external/tcgplayer/2233,Toedscool,Toedscool 16,0.04,0.03,6339,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.16,Common,toedscool,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/toedscool-16,sv4-16,523616,singles
2026-08-23T17:19:56+02:00,,364,Toshinao Aoki,toshinao-aoki,PAR 17,17,740493,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,120,2234,https://images.tcggo.com/tcggo/storage/2246/toedscruel-par-17-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2234,https://www.tcggo.com/external/tcgplayer/2234,Toedscruel,Toedscruel 17,0.04,0.04,5872,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.17,Uncommon,toedscruel,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/toedscruel-17,sv4-17,523617,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,PAR 18,18,740494,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,130,2235,https://images.tcggo.com/tcggo/storage/2248/wo-chien-par-18-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2235,https://www.tcggo.com/external/tcgplayer/2235,Wo-Chien,Wo-Chien 18,0.08,0.1,6976,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.16,rare,wo-chien,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/wo-chien-18,sv4-18,523618,singles
2026-08-23T17:19:56+02:00,,362,Naoyo Kimura,naoyo-kimura,PAR 19,19,740495,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,30,2236,https://images.tcggo.com/tcggo/storage/2247/magby-par-19-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2236,https://www.tcggo.com/external/tcgplayer/2236,Magby,Magby 19,0.04,0.05,12287,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.12,Common,magby,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/magby-19,sv4-19,523619,singles
2026-08-23T17:19:56+02:00,,358,LINNE,linne,PAR 20,20,740496,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,70,2237,https://images.tcggo.com/tcggo/storage/2249/pansear-par-20-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2237,https://www.tcggo.com/external/tcgplayer/2237,Pansear,Pansear 20,0.03,0.03,12794,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.09,0.09,Common,pansear,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/pansear-20,sv4-20,523621,singles
2026-08-23T17:19:56+02:00,,491,Yuya Oka,yuya-oka,PAR 21,21,740497,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,100,2238,https://images.tcggo.com/tcggo/storage/2250/simisear-par-21-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2238,https://www.tcggo.com/external/tcgplayer/2238,Simisear,Simisear 21,0.03,0.02,8203,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.1,Uncommon,simisear,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/simisear-21,sv4-21,523622,singles
2026-08-23T17:19:56+02:00,,395,Nisota Niso,nisota-niso,PAR 22,22,740498,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,130,2239,https://images.tcggo.com/tcggo/storage/2251/volcanion-par-22-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2239,https://www.tcggo.com/external/tcgplayer/2239,Volcanion,Volcanion 22,0.08,0.09,7094,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.13,rare,volcanion,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/volcanion-22,sv4-22,523625,singles
2026-08-23T17:19:56+02:00,,396,Gemi,gemi,PAR 23,23,740499,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,80,2240,https://images.tcggo.com/tcggo/storage/2252/fuecoco-par-23-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2240,https://www.tcggo.com/external/tcgplayer/2240,Fuecoco,Fuecoco 23,0.03,0.03,12306,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.12,Common,fuecoco,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/fuecoco-23,sv4-23,523630,singles
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,PAR 24,24,740500,182,266,PAR,Pokémon,pokemon,15,https://images.tcggo.com/tcggo/storage/2228/paradox-rift-logo.png,Paradox Rift,EUR,792.99,EUR,1072.45,2023-11-03,1,Scarlet & Violet,scarlet-violet,paradox-rift,100,2241,https://images.tcggo.com/tcggo/storage/2253/crocalor-par-24-paradox-rift-pokemon.png,https://www.tcggo.com/external/cm/2241,https://www.tcggo.com/external/tcgplayer/2241,Crocalor,Crocalor 24,0.03,0.04,11715,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Uncommon,crocalor,Pokémon,https://www.tcggo.com/pokemon/paradox-rift/crocalor-24,sv4-24,523631,singles
