captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,WHT 11,11,835923,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,70,23269,https://images.tcggo.com/tcggo/storage/23238/tepig.png,https://www.tcggo.com/external/cm/23269,https://www.tcggo.com/external/tcgplayer/23269,Tepig,Tepig 11,0.04,0.03,12853,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.1,Common,tepig,Pokémon,https://www.tcggo.com/pokemon/white-flare/tepig-11,rsv10pt5-11,642126,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,WHT 12,12,835924,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,110,23270,https://images.tcggo.com/tcggo/storage/23239/pignite.png,https://www.tcggo.com/external/cm/23270,https://www.tcggo.com/external/tcgplayer/23270,Pignite,Pignite 12,0.06,0.11,9445,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.13,Common,pignite,Pokémon,https://www.tcggo.com/pokemon/white-flare/pignite-12,rsv10pt5-12,642127,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,WHT 13,13,835925,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,180,23271,https://images.tcggo.com/tcggo/storage/23240/emboar.png,https://www.tcggo.com/external/cm/23271,https://www.tcggo.com/external/tcgplayer/23271,Emboar,Emboar 13,0.08,0.08,6999,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.14,rare,emboar,Pokémon,https://www.tcggo.com/pokemon/white-flare/emboar-13,rsv10pt5-13,642128,singles
2026-08-23T17:19:56+02:00,,583,Julie Hang,julie-hang,WHT 14,14,835927,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,70,23272,https://images.tcggo.com/tcggo/storage/23241/pansear.png,https://www.tcggo.com/external/cm/23272,https://www.tcggo.com/external/tcgplayer/23272,Pansear,Pansear 14,0.03,0.03,10194,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,0.09,Common,pansear,Pokémon,https://www.tcggo.com/pokemon/white-flare/pansear-14,rsv10pt5-14,642129,singles
2026-08-23T17:19:56+02:00,,583,Julie Hang,julie-hang,WHT 15,15,835930,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,100,23273,https://images.tcggo.com/tcggo/storage/23242/simisear.png,https://www.tcggo.com/external/cm/23273,https://www.tcggo.com/external/tcgplayer/23273,Simisear,Simisear 15,0.03,0.03,8759,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.09,Uncommon,simisear,Pokémon,https://www.tcggo.com/pokemon/white-flare/simisear-15,rsv10pt5-15,642130,singles
2026-08-23T17:19:56+02:00,,417,satoma,satoma,WHT 16,16,835931,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,60,23274,https://images.tcggo.com/tcggo/storage/23243/litwick.png,https://www.tcggo.com/external/cm/23274,https://www.tcggo.com/external/tcgplayer/23274,Litwick,Litwick 16,0.02,0.02,12831,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Common,litwick,Pokémon,https://www.tcggo.com/pokemon/white-flare/litwick-16,rsv10pt5-16,642464,singles
2026-08-23T17:19:56+02:00,,417,satoma,satoma,WHT 17,17,835933,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,80,23275,https://images.tcggo.com/tcggo/storage/23244/lampent.png,https://www.tcggo.com/external/cm/23275,https://www.tcggo.com/external/tcgplayer/23275,Lampent,Lampent 17,0.04,0.06,9952,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,lampent,Pokémon,https://www.tcggo.com/pokemon/white-flare/lampent-17,rsv10pt5-17,642465,singles
2026-08-23T17:19:56+02:00,,417,satoma,satoma,WHT 18,18,835935,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,150,23276,https://images.tcggo.com/tcggo/storage/23245/chandelure.png,https://www.tcggo.com/external/cm/23276,https://www.tcggo.com/external/tcgplayer/23276,Chandelure,Chandelure 18,0.06,0.06,7289,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,rare,chandelure,Pokémon,https://www.tcggo.com/pokemon/white-flare/chandelure-18,rsv10pt5-18,642466,singles
2026-08-23T17:19:56+02:00,,777,Minahamu,minahamu,WHT 19,19,835937,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,120,23277,https://images.tcggo.com/tcggo/storage/23246/heatmor.png,https://www.tcggo.com/external/cm/23277,https://www.tcggo.com/external/tcgplayer/23277,Heatmor,Heatmor 19,0.03,0.02,8713,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Uncommon,heatmor,Pokémon,https://www.tcggo.com/pokemon/white-flare/heatmor-19-1,rsv10pt5-19,642131,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,WHT 20,20,835938,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,230,23278,https://images.tcggo.com/tcggo/storage/23247/reshiram-ex.png,https://www.tcggo.com/external/cm/23278,https://www.tcggo.com/external/tcgplayer/23278,Reshiram ex,Reshiram ex 20,0.54,0.63,3971,EUR,[],,,,,,,,,,,0.1,0.1,0.1,0.15,0.15,0.1,0.2,0.2,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.53,0.64,Double Rare,reshiram-ex,Pokémon,https://www.tcggo.com/pokemon/white-flare/reshiram-ex-20,rsv10pt5-20,642132,singles
2026-08-23T17:19:56+02:00,,403,rika,rika,WHT 21,21,835941,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,70,23279,https://images.tcggo.com/tcggo/storage/23248/oshawott.png,https://www.tcggo.com/external/cm/23279,https://www.tcggo.com/external/tcgplayer/23279,Oshawott,Oshawott 21,0.04,0.05,13023,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.15,Common,oshawott,Pokémon,https://www.tcggo.com/pokemon/white-flare/oshawott-21-1,rsv10pt5-21,642133,singles
2026-08-23T17:19:56+02:00,,403,rika,rika,WHT 22,22,835944,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,100,23280,https://images.tcggo.com/tcggo/storage/23249/dewott.png,https://www.tcggo.com/external/cm/23280,https://www.tcggo.com/external/tcgplayer/23280,Dewott,Dewott 22,0.04,0.06,9731,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.12,Common,dewott,Pokémon,https://www.tcggo.com/pokemon/white-flare/dewott-22,rsv10pt5-22,642134,singles
2026-08-23T17:19:56+02:00,,403,rika,rika,WHT 23,23,835946,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,160,23281,https://images.tcggo.com/tcggo/storage/23250/samurott.png,https://www.tcggo.com/external/cm/23281,https://www.tcggo.com/external/tcgplayer/23281,Samurott,Samurott 23,0.08,0.09,6866,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.14,rare,samurott,Pokémon,https://www.tcggo.com/pokemon/white-flare/samurott-23,rsv10pt5-23,642135,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,WHT 24,24,836536,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,90,23282,https://images.tcggo.com/tcggo/storage/23251/basculin.png,https://www.tcggo.com/external/cm/23282,https://www.tcggo.com/external/tcgplayer/23282,Basculin,Basculin 24,0.03,0.04,10058,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,basculin,Pokémon,https://www.tcggo.com/pokemon/white-flare/basculin-24-1,rsv10pt5-24,642136,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,WHT 25,25,835952,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,70,23283,https://images.tcggo.com/tcggo/storage/23252/ducklett.png,https://www.tcggo.com/external/cm/23283,https://www.tcggo.com/external/tcgplayer/23283,Ducklett,Ducklett 25,0.03,0.03,10167,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,ducklett,Pokémon,https://www.tcggo.com/pokemon/white-flare/ducklett-25,rsv10pt5-25,642137,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,WHT 26,26,835954,86,173,WHT,Pokémon,pokemon,224,https://images.tcggo.com/tcggo/storage/23037/white-flare-logo.png,White Flare,EUR,2375.73,EUR,2754.9,2025-07-18,1,Scarlet & Violet,scarlet-violet,white-flare,120,23284,https://images.tcggo.com/tcggo/storage/23253/swanna.png,https://www.tcggo.com/external/cm/23284,https://www.tcggo.com/external/tcgplayer/23284,Swanna,Swanna 26,0.03,0.03,8641,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.1,Uncommon,swanna,Pokémon,https://www.tcggo.com/pokemon/white-flare/swanna-26,rsv10pt5-26,642138,singles
