captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,419,Uninori,uninori,TEF 11,11,760641,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,120,1765,https://images.tcggo.com/tcggo/storage/1775/grotle-tef-11-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1765,https://www.tcggo.com/external/tcgplayer/1765,Grotle,Grotle 11,0.05,0.04,5465,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,grotle,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/grotle-11,sv5-11,542669,singles
2026-08-23T17:19:56+02:00,,475,PLANETA Tsuji,planeta-tsuji,TEF 12,12,760642,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,340,1766,https://images.tcggo.com/tcggo/storage/1776/torterra-ex-tef-12-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1766,https://www.tcggo.com/external/tcgplayer/1766,Torterra ex,Torterra ex 12,0.8,0.8,1352,EUR,[],,,,,,,0.2,0.38,0.38,0.45,0.45,0.2,0.94,0.94,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.67,0.76,Double Rare,torterra-ex,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/torterra-ex-12,sv5-12,542658,singles
2026-08-23T17:19:56+02:00,,460,Atsushi Furusawa,atsushi-furusawa,TEF 13,13,760643,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1767,https://images.tcggo.com/tcggo/storage/1777/shaymin-tef-13-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1767,https://www.tcggo.com/external/tcgplayer/1767,Shaymin,Shaymin 13,0.04,0.03,8174,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.12,Uncommon,shaymin,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/shaymin-13,sv5-13,542761,singles
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,TEF 15,15,760645,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,100,1768,https://images.tcggo.com/tcggo/storage/1778/whimsicott-tef-15-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1768,https://www.tcggo.com/external/tcgplayer/1768,Whimsicott,Whimsicott 15,0.05,0.04,9238,EUR,[],,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,rare,whimsicott,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/whimsicott-15,sv5-15,542676,singles
2026-08-23T17:19:56+02:00,,483,Kyoko Umemoto,kyoko-umemoto,TEF 14,14,760644,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,60,1769,https://images.tcggo.com/tcggo/storage/1779/cottonee-tef-14-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1769,https://www.tcggo.com/external/tcgplayer/1769,Cottonee,Cottonee 14,0.03,0.05,10999,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,cottonee,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/cottonee-14,sv5-14,542672,singles
2026-08-23T17:19:56+02:00,,390,Rond,rond,TEF 16,16,760646,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1770,https://images.tcggo.com/tcggo/storage/1780/deerling-tef-16-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1770,https://www.tcggo.com/external/tcgplayer/1770,Deerling,Deerling 16,0.04,0.03,,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,deerling,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/deerling-16,sv5-16,542678,singles
2026-08-23T17:19:56+02:00,,426,Akira Komayama,akira-komayama,TEF 17,17,760647,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,130,1771,https://images.tcggo.com/tcggo/storage/1781/sawsbuck-tef-17-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1771,https://www.tcggo.com/external/tcgplayer/1771,Sawsbuck,Sawsbuck 17,0.05,0.07,,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.12,Uncommon,sawsbuck,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/sawsbuck-17,sv5-17,542762,singles
2026-08-23T17:19:56+02:00,,484,Kagemaru Himeno,kagemaru-himeno,TEF 18,18,760648,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1772,https://images.tcggo.com/tcggo/storage/1782/grubbin-tef-18-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1772,https://www.tcggo.com/external/tcgplayer/1772,Grubbin,Grubbin 18,0.03,0.03,,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,grubbin,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/grubbin-18,sv5-18,542763,singles
2026-08-23T17:19:56+02:00,,431,Tetsu Kayama,tetsu-kayama,TEF 20,20,760650,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,50,1773,https://images.tcggo.com/tcggo/storage/1783/bramblin-tef-20-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1773,https://www.tcggo.com/external/tcgplayer/1773,Bramblin,Bramblin 20,0.03,0.03,10898,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Common,bramblin,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/bramblin-20,sv5-20,542680,singles
2026-08-23T17:19:56+02:00,,485,otumami,otumami,TEF 21,21,760651,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,100,1774,https://images.tcggo.com/tcggo/storage/1784/brambleghast-tef-21-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1774,https://www.tcggo.com/external/tcgplayer/1774,Brambleghast,Brambleghast 21,0.06,0.08,9163,EUR,[],,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,rare,brambleghast,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/brambleghast-21,sv5-21,542765,singles
2026-08-23T17:19:56+02:00,,423,mingo,mingo,TEF 24,24,760654,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,70,1775,https://images.tcggo.com/tcggo/storage/1785/rabsca-tef-24-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1775,https://www.tcggo.com/external/tcgplayer/1775,Rabsca,Rabsca 24,0.08,0.06,6871,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,rabsca,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/rabsca-24,sv5-24,542768,singles
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,TEF 19,19,760649,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,130,1776,https://images.tcggo.com/tcggo/storage/1786/dhelmise-tef-19-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1776,https://www.tcggo.com/external/tcgplayer/1776,Dhelmise,Dhelmise 19,0.04,0.03,8468,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.11,Uncommon,dhelmise,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/dhelmise-19,sv5-19,542764,singles
2026-08-23T17:19:56+02:00,,370,Saboteri,saboteri,TEF 23,23,760653,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,50,1777,https://images.tcggo.com/tcggo/storage/1787/rellor-tef-23-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1777,https://www.tcggo.com/external/tcgplayer/1777,Rellor,Rellor 23,0.07,0.06,9492,EUR,[],,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Common,rellor,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/rellor-23,sv5-23,542767,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,TEF 22,22,760652,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,260,1778,https://images.tcggo.com/tcggo/storage/1788/scovillain-ex-tef-22-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1778,https://www.tcggo.com/external/tcgplayer/1778,Scovillain ex,Scovillain ex 22,0.55,0.5,1509,EUR,[],,,,,,,0.05,0.1,0.1,0.45,0.45,0.2,0.5,0.5,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.58,0.85,Double Rare,scovillain-ex,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/scovillain-ex-22,sv5-22,542766,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,TEF 25,25,760655,162,218,TEF,Pokémon,pokemon,13,https://images.tcggo.com/tcggo/storage/1763/temporal-forces-logo.png,Temporal Forces,EUR,783.2,EUR,1084.58,2024-03-22,1,Scarlet & Violet,scarlet-violet,temporal-forces,220,1779,https://images.tcggo.com/tcggo/storage/1789/iron-leaves-ex-tef-25-temporal-forces-pokemon.png,https://www.tcggo.com/external/cm/1779,https://www.tcggo.com/external/tcgplayer/1779,Iron Leaves ex,Iron Leaves ex 25,0.74,0.82,1714,EUR,[],,,,,,,0.19,0.4,0.4,0.3,0.3,0.19,0.45,0.45,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.54,0.77,Double Rare,iron-leaves-ex,Pokémon,https://www.tcggo.com/pokemon/temporal-forces/iron-leaves-ex-25,sv5-25,542769,singles
