captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,368,Oswaldo KATO,oswaldo-kato,PAL 18,18,715491,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,110,2931,https://images.tcggo.com/tcggo/storage/2947/spidops-pal-18-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2931,https://www.tcggo.com/external/tcgplayer/2931,Spidops,Spidops 18,0.03,0.04,7826,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.12,Uncommon,spidops,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/spidops-18,sv2-18,497429,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,PAL 15,15,715488,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,310,2932,https://images.tcggo.com/tcggo/storage/2948/meowscarada-ex-pal-15-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2932,https://www.tcggo.com/external/tcgplayer/2932,Meowscarada ex,Meowscarada ex 15,0.77,0.79,1654,EUR,[],,,,,,,,0.15,0.4,0.4,0.49,0.49,0.15,0.7,0.7,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.78,0.85,Double Rare,meowscarada-ex,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/meowscarada-ex-15,sv2-15,497426,singles
2026-08-23T17:19:56+02:00,,483,Kyoko Umemoto,kyoko-umemoto,PAL 16,16,715489,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,50,2933,https://images.tcggo.com/tcggo/storage/2949/tarountula-pal-16-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2933,https://www.tcggo.com/external/tcgplayer/2933,Tarountula,Tarountula 16,0.04,0.06,4951,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,tarountula,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/tarountula-16,sv2-16,497427,singles
2026-08-23T17:19:56+02:00,,416,Mina Nakai,mina-nakai,PAL 17,17,715490,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,60,2934,https://images.tcggo.com/tcggo/storage/2950/tarountula-pal-17-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2934,https://www.tcggo.com/external/tcgplayer/2934,Tarountula,Tarountula 17,0.04,0.04,5414,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,tarountula,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/tarountula-17,sv2-17,497428,singles
2026-08-23T17:19:56+02:00,,357,Yoriyuki Ikegami,yoriyuki-ikegami,PAL 8,8,715480,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,50,2935,https://images.tcggo.com/tcggo/storage/2951/combee-pal-8-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2935,https://www.tcggo.com/external/tcgplayer/2935,Combee,Combee 8,0.03,0.03,12812,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.11,Common,combee,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/combee-8-1,sv2-8,497419,singles
2026-08-23T17:19:56+02:00,,544,Megumi Higuchi,megumi-higuchi,PAL 9,9,715481,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,120,2936,https://images.tcggo.com/tcggo/storage/2952/vespiquen-pal-9-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2936,https://www.tcggo.com/external/tcgplayer/2936,Vespiquen,Vespiquen 9,0.04,0.04,7565,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.12,Uncommon,vespiquen,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/vespiquen-9,sv2-9,497420,singles
2026-08-23T17:19:56+02:00,,398,Taira Akitsu,taira-akitsu,PAL 10,10,715482,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,90,2937,https://images.tcggo.com/tcggo/storage/2953/snover-pal-10-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2937,https://www.tcggo.com/external/tcgplayer/2937,Snover,Snover 10,0.02,0.03,13266,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,snover,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/snover-10,sv2-10,497421,singles
2026-08-23T17:19:56+02:00,,518,Ryuta Fuse,ryuta-fuse,PAL 11,11,715483,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,150,2938,https://images.tcggo.com/tcggo/storage/2954/abomasnow-pal-11-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2938,https://www.tcggo.com/external/tcgplayer/2938,Abomasnow,Abomasnow 11,0.06,0.05,8047,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.13,rare,abomasnow,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/abomasnow-11,sv2-11,497422,singles
2026-08-23T17:19:56+02:00,,498,Sekio,sekio,PAL 20,20,715493,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,50,2939,https://images.tcggo.com/tcggo/storage/2955/nymble-pal-20-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2939,https://www.tcggo.com/external/tcgplayer/2939,Nymble,Nymble 20,0.03,0.03,6989,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.12,Common,nymble,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/nymble-20,sv2-20,497431,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,PAL 21,21,715494,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,120,2940,https://images.tcggo.com/tcggo/storage/2956/lokix-pal-21-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2940,https://www.tcggo.com/external/tcgplayer/2940,Lokix,Lokix 21,0.06,0.08,8285,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.13,rare,lokix,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/lokix-21,sv2-21,497432,singles
2026-08-23T17:19:56+02:00,,438,Miki Tanaka,miki-tanaka,PAL 23,23,715496,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,50,2941,https://images.tcggo.com/tcggo/storage/2957/bramblin-pal-23-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2941,https://www.tcggo.com/external/tcgplayer/2941,Bramblin,Bramblin 23,0.03,0.04,5332,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,bramblin,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/bramblin-23,sv2-23,497434,singles
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,PAL 19,19,715492,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,40,2942,https://images.tcggo.com/tcggo/storage/2958/nymble-pal-19-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2942,https://www.tcggo.com/external/tcgplayer/2942,Nymble,Nymble 19,0.04,0.06,5248,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.1,Common,nymble,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/nymble-19,sv2-19,497430,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,PAL 24,24,715497,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,100,2943,https://images.tcggo.com/tcggo/storage/2959/brambleghast-pal-24-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2943,https://www.tcggo.com/external/tcgplayer/2943,Brambleghast,Brambleghast 24,0.03,0.03,7973,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,Uncommon,brambleghast,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/brambleghast-24,sv2-24,497435,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,PAL 25,25,715498,193,279,PAL,Pokémon,pokemon,18,https://images.tcggo.com/tcggo/storage/2935/paldea-evolved-logo.png,Paldea Evolved,EUR,1222.85,EUR,1698.95,2023-06-09,1,Scarlet & Violet,scarlet-violet,paldea-evolved,40,2944,https://images.tcggo.com/tcggo/storage/2960/rellor-pal-25-paldea-evolved-pokemon.png,https://www.tcggo.com/external/cm/2944,https://www.tcggo.com/external/tcgplayer/2944,Rellor,Rellor 25,0.04,0.04,5598,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.12,Common,rellor,Pokémon,https://www.tcggo.com/pokemon/paldea-evolved/rellor-25,sv2-25,497436,singles
