captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,391,saino misaki,saino-misaki,CRI 11,11,886403,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35038,https://images.tcggo.com/tcggo/storage/35861/fennekin.webp,https://www.tcggo.com/external/cm/35038,https://www.tcggo.com/external/tcgplayer/35038,Fennekin,Fennekin 11,0.04,0.03,16598,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,fennekin,,https://www.tcggo.com/pokemon/chaos-rising/fennekin-11-1,CRI-11,693484,singles
2026-08-23T17:06:43+02:00,,480,Taiga Kasai,taiga-kasai,CRI 12,12,886404,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35039,https://images.tcggo.com/tcggo/storage/35862/braixen.webp,https://www.tcggo.com/external/cm/35039,https://www.tcggo.com/external/tcgplayer/35039,Braixen,Braixen 12,0.04,0.03,11888,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Common,braixen,,https://www.tcggo.com/pokemon/chaos-rising/braixen-12-1,CRI-12,693457,singles
2026-08-23T17:06:43+02:00,,396,Gemi,gemi,CRI 13,13,886405,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35040,https://images.tcggo.com/tcggo/storage/35863/delphox.webp,https://www.tcggo.com/external/cm/35040,https://www.tcggo.com/external/tcgplayer/35040,Delphox,Delphox 13,0.07,0.08,7794,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,rare,delphox,,https://www.tcggo.com/pokemon/chaos-rising/delphox-13-1,CRI-13,693473,singles
2026-08-23T17:06:43+02:00,,416,Mina Nakai,mina-nakai,CRI 14,14,886406,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35041,https://images.tcggo.com/tcggo/storage/35864/litleo.webp,https://www.tcggo.com/external/cm/35041,https://www.tcggo.com/external/tcgplayer/35041,Litleo,Litleo 14,0.02,0.02,13357,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,litleo,,https://www.tcggo.com/pokemon/chaos-rising/litleo-14,CRI-14,693505,singles
2026-08-23T17:06:43+02:00,,1192,Keisuke Azuma,keisuke-azuma,CRI 15,15,886407,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35042,https://images.tcggo.com/tcggo/storage/35865/mega-pyroar-ex.webp,https://www.tcggo.com/external/cm/35042,https://www.tcggo.com/external/tcgplayer/35042,Mega Pyroar ex,Mega Pyroar ex 15,0.42,0.45,2519,EUR,[],0.02,0.06,0.06,0.1,0.1,0.02,0.08,0.08,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.6,Double Rare,mega-pyroar-ex,,https://www.tcggo.com/pokemon/chaos-rising/mega-pyroar-ex-15,CRI-15,693519,singles
2026-08-23T17:06:43+02:00,,783,Mori Yuu,mori-yuu,CRI 16,16,886408,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35043,https://images.tcggo.com/tcggo/storage/35866/remoraid.webp,https://www.tcggo.com/external/cm/35043,https://www.tcggo.com/external/tcgplayer/35043,Remoraid,Remoraid 16,0.02,0.02,10464,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,remoraid,,https://www.tcggo.com/pokemon/chaos-rising/remoraid-16,CRI-16,693539,singles
2026-08-23T17:06:43+02:00,,468,matazo,matazo,CRI 17,17,886409,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35044,https://images.tcggo.com/tcggo/storage/35867/octillery.webp,https://www.tcggo.com/external/cm/35044,https://www.tcggo.com/external/tcgplayer/35044,Octillery,Octillery 17,0.02,0.02,9892,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,octillery,,https://www.tcggo.com/pokemon/chaos-rising/octillery-17,CRI-17,693528,singles
2026-08-23T17:06:43+02:00,,370,Saboteri,saboteri,CRI 18,18,886410,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35045,https://images.tcggo.com/tcggo/storage/35868/delibird.webp,https://www.tcggo.com/external/cm/35045,https://www.tcggo.com/external/tcgplayer/35045,Delibird,Delibird 18,0.02,0.02,11823,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,Uncommon,delibird,,https://www.tcggo.com/pokemon/chaos-rising/delibird-18,CRI-18,693472,singles
2026-08-23T17:06:43+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,CRI 19,19,886411,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35046,https://images.tcggo.com/tcggo/storage/35869/keldeo.webp,https://www.tcggo.com/external/cm/35046,https://www.tcggo.com/external/tcgplayer/35046,Keldeo,Keldeo 19,0.04,0.04,8402,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,rare,keldeo,,https://www.tcggo.com/pokemon/chaos-rising/keldeo-19,CRI-19,693503,singles
2026-08-23T17:06:43+02:00,,418,Kariya,kariya,CRI 20,20,886412,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35047,https://images.tcggo.com/tcggo/storage/35870/froakie.webp,https://www.tcggo.com/external/cm/35047,https://www.tcggo.com/external/tcgplayer/35047,Froakie,Froakie 20,0.06,0.05,11307,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,froakie,,https://www.tcggo.com/pokemon/chaos-rising/froakie-20,CRI-20,693488,singles
2026-08-23T17:06:43+02:00,,494,Nelnal,nelnal,CRI 21,21,886413,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35048,https://images.tcggo.com/tcggo/storage/35871/frogadier.webp,https://www.tcggo.com/external/cm/35048,https://www.tcggo.com/external/tcgplayer/35048,Frogadier,Frogadier 21,0.07,0.07,7917,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,Common,frogadier,,https://www.tcggo.com/pokemon/chaos-rising/frogadier-21,CRI-21,693490,singles
2026-08-23T17:06:43+02:00,,490,takuyoa,takuyoa,CRI 22,22,886414,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35049,https://images.tcggo.com/tcggo/storage/35872/mega-greninja-ex.webp,https://www.tcggo.com/external/cm/35049,https://www.tcggo.com/external/tcgplayer/35049,Mega Greninja ex,Mega Greninja ex 22,1.25,1.19,1956,EUR,[],0.4,0.45,0.45,1.15,1.15,0.4,0.4,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.78,Double Rare,mega-greninja-ex,,https://www.tcggo.com/pokemon/chaos-rising/mega-greninja-ex-22,CRI-22,693515,singles
2026-08-23T17:06:43+02:00,,363,Anesaki Dynamic,anesaki-dynamic,CRI 23,23,886415,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35050,https://images.tcggo.com/tcggo/storage/35873/bergmite.webp,https://www.tcggo.com/external/cm/35050,https://www.tcggo.com/external/tcgplayer/35050,Bergmite,Bergmite 23,0.03,0.03,13406,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,bergmite,,https://www.tcggo.com/pokemon/chaos-rising/bergmite-23,CRI-23,693456,singles
2026-08-23T17:06:43+02:00,,1243,Tomoki Sone,tomoki-sone,CRI 24,24,886416,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35051,https://images.tcggo.com/tcggo/storage/35874/avalugg.webp,https://www.tcggo.com/external/cm/35051,https://www.tcggo.com/external/tcgplayer/35051,Avalugg,Avalugg 24,0.03,0.02,14614,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Uncommon,avalugg,,https://www.tcggo.com/pokemon/chaos-rising/avalugg-24,CRI-24,693448,singles
2026-08-23T17:06:43+02:00,,507,0313,0313,CRI 25,25,886417,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35052,https://images.tcggo.com/tcggo/storage/35875/wimpod.webp,https://www.tcggo.com/external/cm/35052,https://www.tcggo.com/external/tcgplayer/35052,Wimpod,Wimpod 25,0.04,0.02,11032,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,Common,wimpod,,https://www.tcggo.com/pokemon/chaos-rising/wimpod-25-1,CRI-25,693562,singles
2026-08-23T17:06:43+02:00,,436,Takeshi Nakamura,takeshi-nakamura,CRI 26,26,886418,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35053,https://images.tcggo.com/tcggo/storage/35876/golisopod.webp,https://www.tcggo.com/external/cm/35053,https://www.tcggo.com/external/tcgplayer/35053,Golisopod,Golisopod 26,0.02,0.02,11870,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Uncommon,golisopod,,https://www.tcggo.com/pokemon/chaos-rising/golisopod-26-1,CRI-26,693494,singles
2026-08-23T17:06:43+02:00,,1244,UKUMO uiti,ukumo-uiti,CRI 27,27,886419,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35054,https://images.tcggo.com/tcggo/storage/35877/mareep.webp,https://www.tcggo.com/external/cm/35054,https://www.tcggo.com/external/tcgplayer/35054,Mareep,Mareep 27,0.03,0.04,13909,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Common,mareep,,https://www.tcggo.com/pokemon/chaos-rising/mareep-27,CRI-27,693507,singles
2026-08-23T17:06:43+02:00,,449,miki kudo,miki-kudo,CRI 28,28,886420,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35055,https://images.tcggo.com/tcggo/storage/35878/flaaffy.webp,https://www.tcggo.com/external/cm/35055,https://www.tcggo.com/external/tcgplayer/35055,Flaaffy,Flaaffy 28,0.03,0.03,12432,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,flaaffy,,https://www.tcggo.com/pokemon/chaos-rising/flaaffy-28-1,CRI-28,693487,singles
2026-08-23T17:06:43+02:00,,1071,CHORISO,choriso,CRI 29,29,886421,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35056,https://images.tcggo.com/tcggo/storage/35879/ampharos.webp,https://www.tcggo.com/external/cm/35056,https://www.tcggo.com/external/tcgplayer/35056,Ampharos,Ampharos 29,0.05,0.06,8078,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,rare,ampharos,,https://www.tcggo.com/pokemon/chaos-rising/ampharos-29,CRI-29,693445,singles
2026-08-23T17:06:43+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,CRI 30,30,886422,86,122,CRI,Pokémon,pokemon,413,https://images.tcggo.com/tcggo/storage/33952/Chaos-Rising.logo.431.webp,Chaos Rising,EUR,616.08,EUR,583.99,2026-05-22,17,Mega Evolution,mega-evolution,chaos-rising,,35057,https://images.tcggo.com/tcggo/storage/35880/emolga.webp,https://www.tcggo.com/external/cm/35057,https://www.tcggo.com/external/tcgplayer/35057,Emolga,Emolga 30,0.02,0.03,10023,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,Common,emolga,,https://www.tcggo.com/pokemon/chaos-rising/emolga-30,CRI-30,693481,singles
