captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.lang,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,lang,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-09-24T19:50:53+02:00,779,Wintr Wandr,wintr-wandr,30C 116,116,907723,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65639,https://images.tcggo.com/tcggo/storage/55089/eevee-30c-116-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65639,https://www.tcggo.com/external/tcgplayer/65639,Eevee,Eevee 116,0.34,0.34,781,EUR,[],0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,Common,eevee,,https://www.tcggo.com/pokemon/30th-celebration/eevee-64,30C-116,714357,singles
2026-09-24T19:50:53+02:00,477,En Morikura,en-morikura,30C 117,117,907724,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65640,https://images.tcggo.com/tcggo/storage/55090/eevee-30c-117-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65640,https://www.tcggo.com/external/tcgplayer/65640,Eevee,Eevee 117,0.41,0.41,357,EUR,[],0.07,0.08,0.1,0.1,0.1,0.07,0.05,0.05,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,Common,eevee,,https://www.tcggo.com/pokemon/30th-celebration/eevee-65,30C-117,696832,singles
2026-09-24T19:50:53+02:00,402,Hitoshi Ariga,hitoshi-ariga,30C 118,118,907725,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65641,https://images.tcggo.com/tcggo/storage/55091/eevee-30c-118-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65641,https://www.tcggo.com/external/tcgplayer/65641,Eevee,Eevee 118,0.95,0.95,425,EUR,[],0.03,0.3,0.3,0.05,0.05,0.03,0.1,0.1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.39,Common,eevee,,https://www.tcggo.com/pokemon/30th-celebration/eevee-66,30C-118,696833,singles
2026-09-24T19:50:53+02:00,435,Aya Kusube,aya-kusube,30C 119,119,907726,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65642,https://images.tcggo.com/tcggo/storage/55092/snorlax-30c-119-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65642,https://www.tcggo.com/external/tcgplayer/65642,Snorlax,Snorlax 119,0.28,0.28,642,EUR,[],0.04,0.05,0.05,0.03,0.03,0.04,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.46,Common,snorlax,,https://www.tcggo.com/pokemon/30th-celebration/snorlax-36,30C-119,716508,singles
2026-09-24T19:50:53+02:00,768,Kanami Ogata,kanami-ogata,30C 120,120,907727,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65643,https://images.tcggo.com/tcggo/storage/55093/igglybuff-30c-120-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65643,https://www.tcggo.com/external/tcgplayer/65643,Igglybuff,Igglybuff 120,0.28,0.28,357,EUR,[],0.02,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.56,Common,igglybuff,,https://www.tcggo.com/pokemon/30th-celebration/igglybuff-7,30C-120,716509,singles
2026-09-24T19:50:53+02:00,1223,Kazuki Minami,kazuki-minami,30C 121,121,907728,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65644,https://images.tcggo.com/tcggo/storage/55094/lugia-30c-121-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65644,https://www.tcggo.com/external/tcgplayer/65644,Lugia,Lugia 121,0.36,0.36,253,EUR,[],0.05,0.16,0.16,0.04,0.04,0.05,0.1,0.1,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.46,rare,lugia,,https://www.tcggo.com/pokemon/30th-celebration/lugia-12,30C-121,716510,singles
2026-09-24T19:50:53+02:00,520,Megumi Mizutani,megumi-mizutani,30C 122,122,907729,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65645,https://images.tcggo.com/tcggo/storage/55095/hisuian-zorua-30c-122-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65645,https://www.tcggo.com/external/tcgplayer/65645,Hisuian Zorua,Hisuian Zorua 122,0.13,0.13,813,EUR,[],0.03,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Common,hisuian-zorua,,https://www.tcggo.com/pokemon/30th-celebration/hisuian-zorua-2,30C-122,716511,singles
2026-09-24T19:50:53+02:00,830,Kamome Shirahama,kamome-shirahama,30C 123,123,907730,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65646,https://images.tcggo.com/tcggo/storage/55096/hisuian-zoroark-30c-123-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65646,https://www.tcggo.com/external/tcgplayer/65646,Hisuian Zoroark,Hisuian Zoroark 123,0.15,0.14,616,EUR,[],0.05,0.05,0.05,0.02,0.02,0.05,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,hisuian-zoroark,,https://www.tcggo.com/pokemon/30th-celebration/hisuian-zoroark-2,30C-123,716512,singles
2026-09-24T19:50:53+02:00,513,ryoma uratsuka,ryoma-uratsuka,30C 124,124,907731,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65647,https://images.tcggo.com/tcggo/storage/55097/minior-30c-124-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65647,https://www.tcggo.com/external/tcgplayer/65647,Minior,Minior 124,0.12,0.12,634,EUR,[],0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,minior,,https://www.tcggo.com/pokemon/30th-celebration/minior-3,30C-124,716513,singles
2026-09-24T19:50:53+02:00,418,Kariya,kariya,30C 125,125,907732,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65648,https://images.tcggo.com/tcggo/storage/55098/maushold-30c-125-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65648,https://www.tcggo.com/external/tcgplayer/65648,Maushold,Maushold 125,0.22,0.22,442,EUR,[],0.05,0.1,0.1,0.02,0.02,0.05,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,Common,maushold,,https://www.tcggo.com/pokemon/30th-celebration/maushold-3,30C-125,716514,singles
2026-09-24T19:50:53+02:00,401,Yuka Morii,yuka-morii,30C 126,126,907733,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65649,https://images.tcggo.com/tcggo/storage/55099/poke-pad-30c-126-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65649,https://www.tcggo.com/external/tcgplayer/65649,Poké Pad,Poké Pad 126,0.47,0.47,527,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.87,Common,poke-pad,,https://www.tcggo.com/pokemon/30th-celebration/poke-pad-3,30C-126,716515,singles
2026-09-24T19:50:53+02:00,401,Yuka Morii,yuka-morii,30C 127,127,907734,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65650,https://images.tcggo.com/tcggo/storage/55100/switch-30c-127-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65650,https://www.tcggo.com/external/tcgplayer/65650,Switch,Switch 127,0.22,0.21,725,EUR,[],0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,Common,switch,,https://www.tcggo.com/pokemon/30th-celebration/switch-20,30C-127,716516,singles
2026-09-24T19:50:53+02:00,401,Yuka Morii,yuka-morii,30C 128,128,907735,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11325.33,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65651,https://images.tcggo.com/tcggo/storage/55101/ultra-ball-30c-128-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65651,https://www.tcggo.com/external/tcgplayer/65651,Ultra Ball,Ultra Ball 128,0.35,0.35,464,EUR,[],0.02,0.05,0.05,0.04,0.04,0.02,0.02,0.03,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.75,Common,ultra-ball,,https://www.tcggo.com/pokemon/30th-celebration/ultra-ball-11,30C-128,716517,singles
2026-09-24T19:50:53+02:00,453,AYUMI ODASHIMA,ayumi-odashima,30C 129,129,907737,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65652,https://images.tcggo.com/tcggo/storage/55102/alolan-exeggutor-30c-129-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65652,https://www.tcggo.com/external/tcgplayer/65652,Alolan Exeggutor,Alolan Exeggutor 129,4.72,4.59,465,EUR,[],2.8,4.2,4.2,3.94,3.94,2.8,4.35,4.35,1.75,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,4.08,Illustration Rare,alolan-exeggutor,,https://www.tcggo.com/pokemon/30th-celebration/alolan-exeggutor-6,30C-129,716218,singles
2026-09-24T19:50:53+02:00,769,mashu,mashu,30C 130,130,907738,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65653,https://images.tcggo.com/tcggo/storage/55103/moltres-30c-130-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65653,https://www.tcggo.com/external/tcgplayer/65653,Moltres,Moltres 130,11.02,10.71,481,EUR,[],7,7,7,6.8,6.8,7,10.5,11,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,11.47,Illustration Rare,moltres,,https://www.tcggo.com/pokemon/30th-celebration/moltres-23,30C-130,716219,singles
2026-09-24T19:50:53+02:00,545,Amelicart,amelicart,30C 131,131,907739,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65654,https://images.tcggo.com/tcggo/storage/55104/lapras-30c-131-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65654,https://www.tcggo.com/external/tcgplayer/65654,Lapras,Lapras 131,12.78,12.25,423,EUR,[],6.99,11,11,6.5,6.5,6.99,9.9,10,3.5,3.5,USD,17.25,4,,,21.5,1,482.27,2,22.25,1,82.01,2,578.72,5,48.9,2,66.78,5,132.66,5,45.26,1,211.66,1,EUR,11.21,Illustration Rare,lapras,,https://www.tcggo.com/pokemon/30th-celebration/lapras-42,30C-131,696683,singles
2026-09-24T19:50:53+02:00,769,mashu,mashu,30C 132,132,907740,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65655,https://images.tcggo.com/tcggo/storage/55105/articuno-30c-132-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65655,https://www.tcggo.com/external/tcgplayer/65655,Articuno,Articuno 132,11.48,11.16,449,EUR,[],6,9,9,8,8,6,11.5,12,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,10,Illustration Rare,articuno,,https://www.tcggo.com/pokemon/30th-celebration/articuno-21,30C-132,716220,singles
2026-09-24T19:50:53+02:00,769,mashu,mashu,30C 133,133,907741,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65656,https://images.tcggo.com/tcggo/storage/55106/zapdos-30c-133-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65656,https://www.tcggo.com/external/tcgplayer/65656,Zapdos,Zapdos 133,10.76,10.49,447,EUR,[],6.8,8,8,7.5,7.5,6.8,11,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,10.26,Illustration Rare,zapdos,,https://www.tcggo.com/pokemon/30th-celebration/zapdos-26,30C-133,716221,singles
2026-09-24T19:50:53+02:00,439,Kazumasa Yasukuni,kazumasa-yasukuni,30C 134,134,907742,128,128,30C,Pokémon,pokemon,431,en,https://images.tcggo.com/tcggo/storage/36628/30thcelebration.png,30th Celebration,EUR,11505.06,EUR,765.29,2026-09-16,17,Mega Evolution,mega-evolution,30th-celebration,,65657,https://images.tcggo.com/tcggo/storage/55107/toxtricity-30c-134-30th-celebration.webp,en,https://www.tcggo.com/external/cm/65657,https://www.tcggo.com/external/tcgplayer/65657,Toxtricity,Toxtricity 134,4.2,4,379,EUR,[],2.2,3,3,4.95,4.95,2.2,3.49,3.49,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,5,Illustration Rare,toxtricity,,https://www.tcggo.com/pokemon/30th-celebration/toxtricity-9,30C-134,716222,singles
