captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10black,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type,version
2026-08-23T17:19:56+02:00,,360,Saya Tsuruta,saya-tsuruta,SIT 11,11,682052,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,50,3864,https://images.tcggo.com/tcggo/storage/3889/foongus-sit-11-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3864,https://www.tcggo.com/external/tcgplayer/3864,Foongus,Foongus 11,,0.03,0.03,9572,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,foongus,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/foongus-11,swsh12-11,451632,singles,
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,SIT 12,12,682053,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,90,3865,https://images.tcggo.com/tcggo/storage/3890/amoonguss-sit-12-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3865,https://www.tcggo.com/external/tcgplayer/3865,Amoonguss,Amoonguss 12,,0.09,0.09,3965,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.14,rare,amoonguss,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/amoonguss-12,swsh12-12,451633,singles,
2026-08-23T17:19:56+02:00,,491,Yuya Oka,yuya-oka,SIT 13,13,682054,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,110,3866,https://images.tcggo.com/tcggo/storage/3891/durant-sit-13-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3866,https://www.tcggo.com/external/tcgplayer/3866,Durant,Durant 13,,0.03,0.02,9882,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,durant,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/durant-13,swsh12-13,451641,singles,
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,SIT 14,14,682055,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,110,3867,https://images.tcggo.com/tcggo/storage/3892/virizion-sit-14-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3867,https://www.tcggo.com/external/tcgplayer/3867,Virizion,Virizion 14,,0.09,0.09,3898,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.13,rare,virizion,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/virizion-14,swsh12-14,451642,singles,
2026-08-23T17:19:56+02:00,,489,N-DESIGN Inc.,n-design-inc,SIT 15,15,682056,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,230,3868,https://images.tcggo.com/tcggo/storage/3893/chesnaught-v-sit-15-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3868,https://www.tcggo.com/external/tcgplayer/3868,Chesnaught V,Chesnaught V 15,,0.69,0.59,1570,EUR,[],,,,,,,,,,,0.2,0.34,0.34,0.19,0.19,0.2,0.4,0.4,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.61,0.79,Rare Holo V,chesnaught-v,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/chesnaught-v-15,swsh12-15,451643,singles,
2026-08-23T17:19:56+02:00,,484,Kagemaru Himeno,kagemaru-himeno,SIT 16,16,682057,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,140,3869,https://images.tcggo.com/tcggo/storage/3894/radiant-tsareena-sit-16-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3869,https://www.tcggo.com/external/tcgplayer/3869,Radiant Tsareena,Radiant Tsareena 16,,0.57,0.44,2722,EUR,[],,,,,,,,,,,0.09,0.08,0.08,0.05,0.05,0.09,0.15,0.18,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.62,0.45,Radiant Rare,radiant-tsareena,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/radiant-tsareena-16,swsh12-16,451645,singles,
2026-08-23T17:19:56+02:00,,513,ryoma uratsuka,ryoma-uratsuka,SIT 17,17,682058,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,70,3870,https://images.tcggo.com/tcggo/storage/3895/vulpix-sit-17-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3870,https://www.tcggo.com/external/tcgplayer/3870,Vulpix,Vulpix 17,,0.04,0.04,13338,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.12,Common,vulpix,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/vulpix-17,swsh12-17,451646,singles,
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,SIT 18,18,682059,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,110,3871,https://images.tcggo.com/tcggo/storage/3896/ninetales-sit-18-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3871,https://www.tcggo.com/external/tcgplayer/3871,Ninetales,Ninetales 18,,0.06,0.06,5551,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.13,Uncommon,ninetales,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/ninetales-18,swsh12-18,451647,singles,
2026-08-23T17:19:56+02:00,,381,sowsow,sowsow,SIT 19,19,682060,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,90,3872,https://images.tcggo.com/tcggo/storage/3897/growlithe-sit-19-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3872,https://www.tcggo.com/external/tcgplayer/3872,Growlithe,Growlithe 19,,0.05,0.04,8215,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.13,Common,growlithe,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/growlithe-19,swsh12-19,451650,singles,
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,SIT 20,20,682061,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,140,3873,https://images.tcggo.com/tcggo/storage/3898/arcanine-sit-20-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3873,https://www.tcggo.com/external/tcgplayer/3873,Arcanine,Arcanine 20,,0.12,0.16,3070,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.56,0.17,rare,arcanine,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/arcanine-20,swsh12-20,451651,singles,
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,SIT 21,21,682062,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,70,3874,https://images.tcggo.com/tcggo/storage/3899/ponyta-sit-21-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3874,https://www.tcggo.com/external/tcgplayer/3874,Ponyta,Ponyta 21,,0.03,0.03,9865,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.1,Common,ponyta,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/ponyta-21,swsh12-21,451652,singles,
2026-08-23T17:19:56+02:00,,544,Megumi Higuchi,megumi-higuchi,SIT 22,22,682063,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,100,3875,https://images.tcggo.com/tcggo/storage/3900/rapidash-sit-22-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3875,https://www.tcggo.com/external/tcgplayer/3875,Rapidash,Rapidash 22,,0.23,0.23,3270,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.21,Rare Holo,rapidash,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/rapidash-22,swsh12-22,451653,singles,
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,SIT 23,23,682064,195,215,SIT,Pokémon,pokemon,24,https://images.tcggo.com/tcggo/storage/3877/silver-tempest-logo.png,Silver Tempest,EUR,1099.33,EUR,1151.88,2022-11-11,2,Sword & Shield,sword-shield,silver-tempest,70,3876,https://images.tcggo.com/tcggo/storage/3901/victini-sit-23-silver-tempest-pokemon.png,https://www.tcggo.com/external/cm/3876,https://www.tcggo.com/external/tcgplayer/3876,Victini,Victini 23,,0.12,0.13,2947,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.34,0.16,rare,victini,Pokémon,https://www.tcggo.com/pokemon/silver-tempest/victini-23,swsh12-23,451654,singles,
