captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,366,Kuroimori,kuroimori,TWM 11,11,769185,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,120,1539,https://images.tcggo.com/tcggo/storage/1547/leafeon-twm-11-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1539,https://www.tcggo.com/external/tcgplayer/1539,Leafeon,Leafeon 11,0.11,0.13,7080,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.18,Uncommon,leafeon,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/leafeon-11,sv6-11,550055,singles
2026-08-23T17:19:56+02:00,,367,Katsunori Sato,katsunori-sato,TWM 12,12,769186,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,70,1540,https://images.tcggo.com/tcggo/storage/1548/phantump-twm-12-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1540,https://www.tcggo.com/external/tcgplayer/1540,Phantump,Phantump 12,3.76,4.42,193,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Common,phantump,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/phantump-12,sv6-12,550056,singles
2026-08-23T17:19:56+02:00,,368,Oswaldo KATO,oswaldo-kato,TWM 13,13,769187,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,120,1541,https://images.tcggo.com/tcggo/storage/1549/trevenant-twm-13-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1541,https://www.tcggo.com/external/tcgplayer/1541,Trevenant,Trevenant 13,0.04,0.04,7807,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Common,trevenant,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/trevenant-13,sv6-13,550057,singles
2026-08-23T17:19:56+02:00,,369,toriyufu,toriyufu,TWM 16,16,769190,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,180,1542,https://images.tcggo.com/tcggo/storage/1550/rillaboom-twm-16-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1542,https://www.tcggo.com/external/tcgplayer/1542,Rillaboom,Rillaboom 16,0.05,0.04,9615,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,rillaboom,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/rillaboom-16,sv6-16,550060,singles
2026-08-23T17:19:56+02:00,,370,Saboteri,saboteri,TWM 18,18,769192,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,80,1543,https://images.tcggo.com/tcggo/storage/1551/dipplin-twm-18-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1543,https://www.tcggo.com/external/tcgplayer/1543,Dipplin,Dipplin 18,0.08,0.06,11921,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Uncommon,dipplin,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/dipplin-18,sv6-18,550062,singles
2026-08-23T17:19:56+02:00,,371,aky CG Works,aky-cg-works,TWM 23,23,769197,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,240,1544,https://images.tcggo.com/tcggo/storage/1552/sinistcha-ex-twm-23-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1544,https://www.tcggo.com/external/tcgplayer/1544,Sinistcha ex,Sinistcha ex 23,0.59,0.55,2465,EUR,[],,,,,,,,,0.1,0.3,0.35,0.2,0.2,0.1,0.4,0.4,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,0.68,Double Rare,sinistcha-ex,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/sinistcha-ex-23,sv6-23,550067,singles
2026-08-23T17:19:56+02:00,,372,Tomomi Ozaki,tomomi-ozaki,TWM 14,14,769188,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,70,1545,https://images.tcggo.com/tcggo/storage/1553/grookey-twm-14-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1545,https://www.tcggo.com/external/tcgplayer/1545,Grookey,Grookey 14,0.1,0.11,7189,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.43,0.13,Common,grookey,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/grookey-14,sv6-14,550058,singles
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,TWM 15,15,769189,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,100,1546,https://images.tcggo.com/tcggo/storage/1554/thwackey-twm-15-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1546,https://www.tcggo.com/external/tcgplayer/1546,Thwackey,Thwackey 15,0.23,0.23,2382,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.38,0.17,Common,thwackey,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/thwackey-15,sv6-15,550059,singles
2026-08-23T17:19:56+02:00,,374,OKUBO,okubo,TWM 17,17,769191,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,40,1547,https://images.tcggo.com/tcggo/storage/1555/applin-twm-17-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1547,https://www.tcggo.com/external/tcgplayer/1547,Applin,Applin 17,0.07,0.08,10191,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.13,Common,applin,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/applin-17,sv6-17,550061,singles
2026-08-23T17:19:56+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,TWM 19,19,769193,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,120,1548,https://images.tcggo.com/tcggo/storage/1556/iron-leaves-twm-19-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1548,https://www.tcggo.com/external/tcgplayer/1548,Iron Leaves,Iron Leaves 19,0.07,0.07,8671,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.14,rare,iron-leaves,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/iron-leaves-19,sv6-19,550063,singles
2026-08-23T17:19:56+02:00,,376,MINAMINAMI Take,minaminami-take,TWM 20,20,769194,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,30,1549,https://images.tcggo.com/tcggo/storage/1557/poltchageist-twm-20-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1549,https://www.tcggo.com/external/tcgplayer/1549,Poltchageist,Poltchageist 20,0.05,0.08,6947,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,Common,poltchageist,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/poltchageist-20,sv6-20,550064,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,TWM 21,21,769195,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,40,1550,https://images.tcggo.com/tcggo/storage/1558/poltchageist-twm-21-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1550,https://www.tcggo.com/external/tcgplayer/1550,Poltchageist,Poltchageist 21,0.05,0.03,7213,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,poltchageist,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/poltchageist-21,sv6-21,550065,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,TWM 22,22,769196,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,70,1551,https://images.tcggo.com/tcggo/storage/1559/sinistcha-twm-22-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1551,https://www.tcggo.com/external/tcgplayer/1551,Sinistcha,Sinistcha 22,0.07,0.04,10221,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,USD,,,,,,,,,,,,,,,,,,,,,51.54,3,,,,,75.98,1,,,,,,,,,EUR,0.32,0.13,rare,sinistcha,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/sinistcha-22,sv6-22,550066,singles
2026-08-23T17:19:56+02:00,,379,Sanosuke Sakuma,sanosuke-sakuma,TWM 24,24,769198,167,226,TWM,Pokémon,pokemon,12,https://images.tcggo.com/tcggo/storage/1535/twilight-masquerade-logo.png,Twilight Masquerade,EUR,937.31,EUR,1178.43,2024-05-24,1,Scarlet & Violet,scarlet-violet,twilight-masquerade,110,1552,https://images.tcggo.com/tcggo/storage/1560/teal-mask-ogerpon-twm-24-twilight-masquerade-pokemon.png,https://www.tcggo.com/external/cm/1552,https://www.tcggo.com/external/tcgplayer/1552,Teal Mask Ogerpon,Teal Mask Ogerpon 24,0.05,0.06,9419,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,USD,,,,,,,,,,,,,,,,,,,10.72,2,83.6,1,,,15.5,1,38.67,3,,,,,,,,,EUR,0.23,0.13,rare,teal-mask-ogerpon,Pokémon,https://www.tcggo.com/pokemon/twilight-masquerade/teal-mask-ogerpon-24,sv6-24,550068,singles
