captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type,version
2026-08-23T17:19:56+02:00,,401,Yuka Morii,yuka-morii,LOR 11,11,674022,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,50,4109,https://images.tcggo.com/tcggo/storage/4136/seedot-lor-11-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4109,https://www.tcggo.com/external/tcgplayer/4109,Seedot,Seedot 11,0.05,0.06,9888,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.43,0.13,Common,seedot,Pokémon,https://www.tcggo.com/pokemon/lost-origin/seedot-11,swsh11-11,283875,singles,
2026-08-23T17:19:56+02:00,,482,Mizue,mizue,LOR 12,12,674023,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,80,4110,https://images.tcggo.com/tcggo/storage/4137/nuzleaf-lor-12-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4110,https://www.tcggo.com/external/tcgplayer/4110,Nuzleaf,Nuzleaf 12,0.03,0.03,10373,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Uncommon,nuzleaf,Pokémon,https://www.tcggo.com/pokemon/lost-origin/nuzleaf-12,swsh11-12,283877,singles,
2026-08-23T17:19:56+02:00,,408,kawayoo,kawayoo,LOR 13,13,674024,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,160,4111,https://images.tcggo.com/tcggo/storage/4138/shiftry-lor-13-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4111,https://www.tcggo.com/external/tcgplayer/4111,Shiftry,Shiftry 13,0.23,0.23,2057,EUR,[],,,,,,,,,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.2,Rare Holo,shiftry,Pokémon,https://www.tcggo.com/pokemon/lost-origin/shiftry-13,swsh11-13,283879,singles,
2026-08-23T17:19:56+02:00,,425,Yukiko Baba,yukiko-baba,LOR 14,14,674025,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,70,4112,https://images.tcggo.com/tcggo/storage/4139/roselia-lor-14-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4112,https://www.tcggo.com/external/tcgplayer/4112,Roselia,Roselia 14,0.03,0.02,16580,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,roselia,Pokémon,https://www.tcggo.com/pokemon/lost-origin/roselia-14,swsh11-14,283881,singles,
2026-08-23T17:19:56+02:00,,507,0313,0313,LOR 15,15,674026,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,120,4113,https://images.tcggo.com/tcggo/storage/4140/roserade-lor-15-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4113,https://www.tcggo.com/external/tcgplayer/4113,Roserade,Roserade 15,0.04,0.03,7659,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.12,Uncommon,roserade,Pokémon,https://www.tcggo.com/pokemon/lost-origin/roserade-15,swsh11-15,283882,singles,
2026-08-23T17:19:56+02:00,,434,AKIRA EGAWA,akira-egawa,LOR 16,16,674027,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,70,4114,https://images.tcggo.com/tcggo/storage/4141/phantump-lor-16-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4114,https://www.tcggo.com/external/tcgplayer/4114,Phantump,Phantump 16,0.02,0.03,15415,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.1,Common,phantump,Pokémon,https://www.tcggo.com/pokemon/lost-origin/phantump-16,swsh11-16,283883,singles,
2026-08-23T17:19:56+02:00,,491,Yuya Oka,yuya-oka,LOR 17,17,674028,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,120,4115,https://images.tcggo.com/tcggo/storage/4142/trevenant-lor-17-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4115,https://www.tcggo.com/external/tcgplayer/4115,Trevenant,Trevenant 17,0.22,0.17,2782,EUR,[],,,,,,,,,0.03,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.19,Rare Holo,trevenant,Pokémon,https://www.tcggo.com/pokemon/lost-origin/trevenant-17,swsh11-17,283884,singles,
2026-08-23T17:19:56+02:00,,427,Asako Ito,asako-ito,LOR 18,18,674029,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,50,4116,https://images.tcggo.com/tcggo/storage/4143/blipbug-lor-18-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4116,https://www.tcggo.com/external/tcgplayer/4116,Blipbug,Blipbug 18,0.05,0.05,11259,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.35,0.13,Common,blipbug,Pokémon,https://www.tcggo.com/pokemon/lost-origin/blipbug-18,swsh11-18,283885,singles,
2026-08-23T17:19:56+02:00,,483,Kyoko Umemoto,kyoko-umemoto,LOR 19,19,674030,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,80,4117,https://images.tcggo.com/tcggo/storage/4144/dottler-lor-19-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4117,https://www.tcggo.com/external/tcgplayer/4117,Dottler,Dottler 19,0.03,0.02,10327,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Uncommon,dottler,Pokémon,https://www.tcggo.com/pokemon/lost-origin/dottler-19,swsh11-19,283887,singles,
2026-08-23T17:19:56+02:00,,495,yuu,yuu,LOR 20,20,674031,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,110,4118,https://images.tcggo.com/tcggo/storage/4145/orbeetle-lor-20-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4118,https://www.tcggo.com/external/tcgplayer/4118,Orbeetle,Orbeetle 20,0.22,0.1,2233,EUR,[],,,,,,,,,0.02,0.04,0.04,0.1,0.1,0.02,0.05,0.05,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.18,Rare Holo,orbeetle,Pokémon,https://www.tcggo.com/pokemon/lost-origin/orbeetle-20,swsh11-20,283890,singles,
2026-08-23T17:19:56+02:00,,387,Scav,scav,LOR 21,21,674032,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,70,4119,https://images.tcggo.com/tcggo/storage/4146/slugma-lor-21-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4119,https://www.tcggo.com/external/tcgplayer/4119,Slugma,Slugma 21,0.03,0.03,14906,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.09,Common,slugma,Pokémon,https://www.tcggo.com/pokemon/lost-origin/slugma-21,swsh11-21,283892,singles,
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,LOR 22,22,674033,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,130,4120,https://images.tcggo.com/tcggo/storage/4147/magcargo-lor-22-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4120,https://www.tcggo.com/external/tcgplayer/4120,Magcargo,Magcargo 22,0.08,0.08,3093,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.15,rare,magcargo,Pokémon,https://www.tcggo.com/pokemon/lost-origin/magcargo-22,swsh11-22,283893,singles,
2026-08-23T17:19:56+02:00,,362,Naoyo Kimura,naoyo-kimura,LOR 23,23,674034,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,110,4121,https://images.tcggo.com/tcggo/storage/4148/torkoal-lor-23-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4121,https://www.tcggo.com/external/tcgplayer/4121,Torkoal,Torkoal 23,0.03,0.03,7823,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.1,Uncommon,torkoal,Pokémon,https://www.tcggo.com/pokemon/lost-origin/torkoal-23,swsh11-23,283894,singles,
2026-08-23T17:19:56+02:00,,401,Yuka Morii,yuka-morii,LOR 24,24,674035,196,217,LOR,Pokémon,pokemon,26,https://images.tcggo.com/tcggo/storage/4124/lost-origin-logo.png,Lost Origin,EUR,1528.73,EUR,1584.69,2022-09-09,2,Sword & Shield,sword-shield,lost-origin,60,4122,https://images.tcggo.com/tcggo/storage/4149/litwick-lor-24-lost-origin-pokemon.png,https://www.tcggo.com/external/cm/4122,https://www.tcggo.com/external/tcgplayer/4122,Litwick,Litwick 24,0.04,0.04,15215,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.12,Common,litwick,Pokémon,https://www.tcggo.com/pokemon/lost-origin/litwick-24,swsh11-24,283895,singles,
