captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.ars.10.median_price,prices.ebay.graded.ars.10.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.gma.10.median_price,prices.ebay.graded.gma.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,479,Lee HyunJung,lee-hyunjung,CRZ 11,11,691728,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,50,3634,https://images.tcggo.com/tcggo/storage/3653/cherubi-crz-11-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3634,https://www.tcggo.com/external/tcgplayer/3634,Cherubi,Cherubi 11,0.03,0.03,13059,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.14,Common,cherubi,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/cherubi-11,swsh12pt5-11,478060,singles
2026-08-23T17:19:56+02:00,,440,Shibuzoh.,shibuzoh,CRZ 12,12,691729,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,90,3635,https://images.tcggo.com/tcggo/storage/3654/carnivine-crz-12-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3635,https://www.tcggo.com/external/tcgplayer/3635,Carnivine,Carnivine 12,0.04,0.03,10832,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.1,Uncommon,carnivine,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/carnivine-12,swsh12pt5-12,478064,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,CRZ 13,13,691730,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,210,3636,https://images.tcggo.com/tcggo/storage/3655/leafeon-v-crz-13-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3636,https://www.tcggo.com/external/tcgplayer/3636,Leafeon V,Leafeon V 13,32.84,26.6,119,EUR,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.79,1.71,Rare Holo V,leafeon-v,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/leafeon-v-13,swsh12pt5-13,478070,singles
2026-08-23T17:19:56+02:00,,474,PLANETA Hiiragi,planeta-hiiragi,CRZ 14,14,691731,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,260,3637,https://images.tcggo.com/tcggo/storage/3656/leafeon-vstar-crz-14-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3637,https://www.tcggo.com/external/tcgplayer/3637,Leafeon VSTAR,Leafeon VSTAR 14,3.7,3.61,300,EUR,[],,,,,,,,,,2.9,3,3,3.5,3.5,2.9,5,5,1.49,1.49,USD,,,,,,,,,,,,,,,,,39.99,1,,,,,,,,,54.98,4,,,,,16.2,1,,,,,,,,,,,,,,,EUR,2.67,2.56,Rare Holo VSTAR,leafeon-vstar,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/leafeon-vstar-14,swsh12pt5-14,478080,singles
2026-08-23T17:19:56+02:00,,514,Atsuko Nishida,atsuko-nishida,CRZ 15,15,691732,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,70,3638,https://images.tcggo.com/tcggo/storage/3657/grubbin-crz-15-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3638,https://www.tcggo.com/external/tcgplayer/3638,Grubbin,Grubbin 15,0.03,0.03,13406,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,grubbin,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/grubbin-15,swsh12pt5-15,478082,singles
2026-08-23T17:19:56+02:00,,443,Shiburingaru,shiburingaru,CRZ 16,16,691733,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,120,3639,https://images.tcggo.com/tcggo/storage/3658/zarude-crz-16-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3639,https://www.tcggo.com/external/tcgplayer/3639,Zarude,Zarude 16,0.37,0.26,1150,EUR,[],,,,,,,,,,0.02,0.08,0.08,0.2,0.2,0.02,0.25,0.25,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.22,Rare Holo,zarude,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/zarude-16,swsh12pt5-16,478088,singles
2026-08-23T17:19:56+02:00,,510,Nurikabe,nurikabe,CRZ 17,17,691734,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,110,3640,https://images.tcggo.com/tcggo/storage/3659/calyrex-crz-17-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3640,https://www.tcggo.com/external/tcgplayer/3640,Calyrex,Calyrex 17,0.69,0.72,559,EUR,[],,,,,,,,,,0.1,0.2,0.2,0.2,0.2,0.1,1,1,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.52,0.33,Rare Holo,calyrex,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/calyrex-17,swsh12pt5-17,478089,singles
2026-08-23T17:19:56+02:00,,489,N-DESIGN Inc.,n-design-inc,CRZ 18,18,691735,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,220,3641,https://images.tcggo.com/tcggo/storage/3660/charizard-v-crz-18-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3641,https://www.tcggo.com/external/tcgplayer/3641,Charizard V,Charizard V 18,5.39,5.26,434,EUR,,,,,,43,,,,75,4,4.5,5,4.5,4.5,4,5.99,5.99,2.79,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,6.26,6.05,Rare Holo V,charizard-v,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/charizard-v-18,swsh12pt5-18,478090,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,CRZ 19,19,691736,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,280,3642,https://images.tcggo.com/tcggo/storage/3661/charizard-vstar-crz-19-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3642,https://www.tcggo.com/external/tcgplayer/3642,Charizard VSTAR,Charizard VSTAR 19,9.22,8.7,359,EUR,,,,,,,34,119,,65,7.5,7.88,7.88,4.5,4.5,7.5,12,12,5,5,USD,,,,,,,,,,,,,,,,,39,2,,,,,,,,,111.56,5,,,19.99,1,57.16,1,42,1,,,,,,,,,,,,,EUR,9.4,9.3,Rare Holo VSTAR,charizard-vstar,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/charizard-vstar-19,swsh12pt5-19,478094,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,CRZ 20,20,691737,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,160,3643,https://images.tcggo.com/tcggo/storage/3662/radiant-charizard-crz-20-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3643,https://www.tcggo.com/external/tcgplayer/3643,Radiant Charizard,Radiant Charizard 20,15.65,13.99,964,EUR,,,,,,59,52,139,,39,9.99,11.99,11.99,11,11,10,16,16,8.5,8.5,USD,59.5,5,,,,,,,,,,,,,20.66,2,41.92,2,,,,,,,,,128.43,5,,,22.29,1,26.8,5,,,,,,,134.01,1,,,,,37.04,2,EUR,11.13,12.82,Radiant Rare,radiant-charizard,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/radiant-charizard-20,swsh12pt5-20,478098,singles
2026-08-23T17:19:56+02:00,,395,Nisota Niso,nisota-niso,CRZ 21,21,691738,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,120,3644,https://images.tcggo.com/tcggo/storage/3663/entei-crz-21-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3644,https://www.tcggo.com/external/tcgplayer/3644,Entei,Entei 21,0.47,0.45,813,EUR,[],,,,,,,,,,0.04,0.16,0.16,0.2,0.2,0.04,0.4,0.4,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.49,0.34,Rare Holo,entei,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/entei-21,swsh12pt5-21,478105,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,CRZ 22,22,691739,159,160,CRZ,Pokémon,pokemon,21,https://images.tcggo.com/tcggo/storage/3641/crown-zenith-logo.png,Crown Zenith,EUR,2208.81,EUR,1760.77,2023-01-20,2,Sword & Shield,sword-shield,crown-zenith,210,3645,https://images.tcggo.com/tcggo/storage/3664/simisear-v-crz-22-crown-zenith-pokemon.png,https://www.tcggo.com/external/cm/3645,https://www.tcggo.com/external/tcgplayer/3645,Simisear V,Simisear V 22,0.92,1.09,1029,EUR,[],,,,,,,,,,0.1,0.49,0.56,0.35,0.35,0.1,0.99,0.99,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.61,0.85,Rare Holo V,simisear-v,Pokémon,https://www.tcggo.com/pokemon/crown-zenith/simisear-v-22,swsh12pt5-22,478102,singles
