captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,824,Yuka Tanaka,yuka-tanaka,SCR 11,11,785864,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,90,1265,https://images.tcggo.com/tcggo/storage/1269/eldegoss-scr-11-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1265,https://www.tcggo.com/external/tcgplayer/1265,Eldegoss,Eldegoss 11,0.03,0.03,10526,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Uncommon,eldegoss,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/eldegoss-11,sv7-11,567237,singles
2026-08-23T17:19:56+02:00,357,Yoriyuki Ikegami,yoriyuki-ikegami,SCR 12,12,785865,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,40,1266,https://images.tcggo.com/tcggo/storage/1270/applin-scr-12-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1266,https://www.tcggo.com/external/tcgplayer/1266,Applin,Applin 12,0.06,0.07,9043,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.11,Common,applin,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/applin-12,sv7-12,567238,singles
2026-08-23T17:19:56+02:00,377,Souichirou Gunjima,souichirou-gunjima,SCR 13,13,785866,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,90,1267,https://images.tcggo.com/tcggo/storage/1271/dipplin-scr-13-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1267,https://www.tcggo.com/external/tcgplayer/1267,Dipplin,Dipplin 13,0.05,0.03,4646,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,dipplin,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/dipplin-13,sv7-13,567239,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,SCR 14,14,785867,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,330,1268,https://images.tcggo.com/tcggo/storage/1272/hydrapple-ex-scr-14-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1268,https://www.tcggo.com/external/tcgplayer/1268,Hydrapple ex,Hydrapple ex 14,1.06,0.98,1060,EUR,[],,,,,,,,0.2,0.45,0.45,0.5,0.5,0.4,0.69,0.69,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.17,0.77,Double Rare,hydrapple-ex,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/hydrapple-ex-14,sv7-14,567240,singles
2026-08-23T17:19:56+02:00,359,HYOGONOSUKE,hyogonosuke,SCR 15,15,785868,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,50,1269,https://images.tcggo.com/tcggo/storage/1273/nymble-scr-15-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1269,https://www.tcggo.com/external/tcgplayer/1269,Nymble,Nymble 15,0.04,0.03,5116,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.12,Common,nymble,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/nymble-15,sv7-15,567241,singles
2026-08-23T17:19:56+02:00,430,akagi,akagi,SCR 16,16,785869,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,110,1270,https://images.tcggo.com/tcggo/storage/1274/lokix-scr-16-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1270,https://www.tcggo.com/external/tcgplayer/1270,Lokix,Lokix 16,0.04,0.04,5139,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.04,Common,lokix,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/lokix-16,sv7-16,567242,singles
2026-08-23T17:19:56+02:00,431,Tetsu Kayama,tetsu-kayama,SCR 17,17,785870,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,60,1271,https://images.tcggo.com/tcggo/storage/1275/toedscool-scr-17-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1271,https://www.tcggo.com/external/tcgplayer/1271,Toedscool,Toedscool 17,0.03,0.02,9000,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,toedscool,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/toedscool-17,sv7-17,567243,singles
2026-08-23T17:19:56+02:00,429,DOM,dom,SCR 18,18,785871,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,140,1272,https://images.tcggo.com/tcggo/storage/1276/toedscruel-scr-18-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1272,https://www.tcggo.com/external/tcgplayer/1272,Toedscruel,Toedscruel 18,0.03,0.05,10839,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Uncommon,toedscruel,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/toedscruel-18,sv7-18,567244,singles
2026-08-23T17:19:56+02:00,460,Atsushi Furusawa,atsushi-furusawa,SCR 19,19,785872,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,70,1273,https://images.tcggo.com/tcggo/storage/1277/ponyta-scr-19-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1273,https://www.tcggo.com/external/tcgplayer/1273,Ponyta,Ponyta 19,0.04,0.07,8932,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,ponyta,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/ponyta-19,sv7-19,567245,singles
2026-08-23T17:19:56+02:00,444,danciao,danciao,SCR 20,20,785873,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,120,1274,https://images.tcggo.com/tcggo/storage/1278/rapidash-scr-20-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1274,https://www.tcggo.com/external/tcgplayer/1274,Rapidash,Rapidash 20,0.03,0.04,9923,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.11,Uncommon,rapidash,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/rapidash-20,sv7-20,567246,singles
2026-08-23T17:19:56+02:00,507,0313,0313,SCR 21,21,785874,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,70,1275,https://images.tcggo.com/tcggo/storage/1279/pansear-scr-21-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1275,https://www.tcggo.com/external/tcgplayer/1275,Pansear,Pansear 21,0.03,0.04,9777,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Common,pansear,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/pansear-21,sv7-21,567247,singles
2026-08-23T17:19:56+02:00,450,Iwamoto05,iwamoto05,SCR 22,22,785875,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,130,1276,https://images.tcggo.com/tcggo/storage/1280/reshiram-scr-22-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1276,https://www.tcggo.com/external/tcgplayer/1276,Reshiram,Reshiram 22,0.03,0.05,,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,reshiram,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/reshiram-22,sv7-22,567248,singles
2026-08-23T17:19:56+02:00,480,Taiga Kasai,taiga-kasai,SCR 24,24,785877,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,120,1277,https://images.tcggo.com/tcggo/storage/1281/salazzle-scr-24-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1277,https://www.tcggo.com/external/tcgplayer/1277,Salazzle,Salazzle 24,0.03,0.02,10829,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Uncommon,salazzle,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/salazzle-24,sv7-24,567250,singles
2026-08-23T17:19:56+02:00,771,Felicia Chen,felicia-chen,SCR 23,23,785876,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,70,1278,https://images.tcggo.com/tcggo/storage/1282/salandit-scr-23-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1278,https://www.tcggo.com/external/tcgplayer/1278,Salandit,Salandit 23,0.03,0.03,9465,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Common,salandit,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/salandit-23,sv7-23,567249,singles
2026-08-23T17:19:56+02:00,434,AKIRA EGAWA,akira-egawa,SCR 25,25,785878,142,175,SCR,Pokémon,pokemon,10,https://images.tcggo.com/tcggo/storage/1257/stellar-crown-logo.png,Stellar Crown,EUR,379.37,EUR,533.58,2024-09-13,1,Scarlet & Violet,scarlet-violet,stellar-crown,130,1279,https://images.tcggo.com/tcggo/storage/1283/turtonator-scr-25-stellar-crown-pokemon.png,https://www.tcggo.com/external/cm/1279,https://www.tcggo.com/external/tcgplayer/1279,Turtonator,Turtonator 25,0.03,0.03,9658,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Common,turtonator,Pokémon,https://www.tcggo.com/pokemon/stellar-crown/turtonator-25,sv7-25,567251,singles
