captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,SVI 19,19,702315,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,260,3210,https://images.tcggo.com/tcggo/storage/3226/spidops-ex-svi-19-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3210,https://www.tcggo.com/external/tcgplayer/3210,Spidops ex,Spidops ex 19,0.51,0.66,2211,EUR,[],,,,,,,,,0.1,0.15,0.15,0.2,0.2,0.1,0.2,0.2,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,0.85,Double Rare,spidops-ex,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/spidops-ex-19,sv1-19,487856,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,SVI 23,23,730800,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,150,3211,https://images.tcggo.com/tcggo/storage/3227/arboliva-svi-23-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3211,https://www.tcggo.com/external/tcgplayer/3211,Arboliva,Arboliva 23,0.29,0.23,1133,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.15,rare,arboliva,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/arboliva-23,sv1-23,487860,singles
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,SVI 24,24,702320,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,50,3212,https://images.tcggo.com/tcggo/storage/3228/toedscool-svi-24-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3212,https://www.tcggo.com/external/tcgplayer/3212,Toedscool,Toedscool 24,0.04,0.03,4819,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,toedscool,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/toedscool-24,sv1-24,487861,singles
2026-08-23T17:19:56+02:00,,398,Taira Akitsu,taira-akitsu,SVI 2,2,702299,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,120,3213,https://images.tcggo.com/tcggo/storage/3229/heracross-svi-2-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3213,https://www.tcggo.com/external/tcgplayer/3213,Heracross,Heracross 2,0.04,0.04,6904,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Uncommon,heracross,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/heracross-2,sv1-2,487831,singles
2026-08-23T17:19:56+02:00,,518,Ryuta Fuse,ryuta-fuse,SVI 4,4,702301,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,110,3214,https://images.tcggo.com/tcggo/storage/3230/breloom-svi-4-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3214,https://www.tcggo.com/external/tcgplayer/3214,Breloom,Breloom 4,0.04,0.04,7522,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.12,Uncommon,breloom,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/breloom-4,sv1-4,487833,singles
2026-08-23T17:19:56+02:00,,529,aoki,aoki,SVI 7,7,702304,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,100,3215,https://images.tcggo.com/tcggo/storage/3231/tropius-svi-7-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3215,https://www.tcggo.com/external/tcgplayer/3215,Tropius,Tropius 7,0.04,0.03,6719,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,Common,tropius,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/tropius-7-1,sv1-7,487838,singles
2026-08-23T17:19:56+02:00,,514,Atsuko Nishida,atsuko-nishida,SVI 10,10,702307,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,120,3216,https://images.tcggo.com/tcggo/storage/3232/vivillon-svi-10-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3216,https://www.tcggo.com/external/tcgplayer/3216,Vivillon,Vivillon 10,0.03,0.03,8155,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Uncommon,vivillon,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/vivillon-10,sv1-10,487842,singles
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,SVI 11,11,702308,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3217,https://images.tcggo.com/tcggo/storage/3233/skiddo-svi-11-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3217,https://www.tcggo.com/external/tcgplayer/3217,Skiddo,Skiddo 11,0.04,0.05,6507,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.12,Common,skiddo,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/skiddo-11,sv1-11,487053,singles
2026-08-23T17:19:56+02:00,,378,Kouki Saitou,kouki-saitou,SVI 14,14,702310,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,90,3218,https://images.tcggo.com/tcggo/storage/3234/floragato-svi-14-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3218,https://www.tcggo.com/external/tcgplayer/3218,Floragato,Floragato 14,0.04,0.03,6292,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,floragato,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/floragato-14-1,sv1-14,487846,singles
2026-08-23T17:19:56+02:00,,405,nagimiso,nagimiso,SVI 26,26,702322,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,120,3219,https://images.tcggo.com/tcggo/storage/3235/toedscruel-svi-26-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3219,https://www.tcggo.com/external/tcgplayer/3219,Toedscruel,Toedscruel 26,0.03,0.04,7458,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.1,Uncommon,toedscruel,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/toedscruel-26,sv1-26,487864,singles
2026-08-23T17:19:56+02:00,,493,kurumitsu,kurumitsu,SVI 3,3,702300,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3220,https://images.tcggo.com/tcggo/storage/3236/shroomish-svi-3-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3220,https://www.tcggo.com/external/tcgplayer/3220,Shroomish,Shroomish 3,0.04,0.04,7009,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.12,Common,shroomish,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/shroomish-3,sv1-3,487832,singles
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,SVI 5,5,702302,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,60,3221,https://images.tcggo.com/tcggo/storage/3237/cacnea-svi-5-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3221,https://www.tcggo.com/external/tcgplayer/3221,Cacnea,Cacnea 5,0.05,0.04,4127,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,cacnea,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/cacnea-5,sv1-5,487834,singles
2026-08-23T17:19:56+02:00,,484,Kagemaru Himeno,kagemaru-himeno,SVI 9,9,702306,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,70,3222,https://images.tcggo.com/tcggo/storage/3238/spewpa-svi-9-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3222,https://www.tcggo.com/external/tcgplayer/3222,Spewpa,Spewpa 9,0.03,0.03,8414,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.13,Common,spewpa,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/spewpa-9,sv1-9,487840,singles
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,SVI 17,17,702313,198,258,SVI,Pokémon,pokemon,19,https://images.tcggo.com/tcggo/storage/3214/scarlet-violet-logo.png,Scarlet & Violet,EUR,526.59,EUR,675.18,2023-03-31,1,Scarlet & Violet,scarlet-violet,scarlet-violet,40,3223,https://images.tcggo.com/tcggo/storage/3239/tarountula-svi-17-scarlet-violet-pokemon.png,https://www.tcggo.com/external/cm/3223,https://www.tcggo.com/external/tcgplayer/3223,Tarountula,Tarountula 17,0.04,0.05,4740,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,tarountula,Pokémon,https://www.tcggo.com/pokemon/scarlet-violet/tarountula-17-1,sv1-17,487854,singles
