captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,466,Shinya Komatsu,shinya-komatsu,MEG 11,11,851082,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,80,23830,https://images.tcggo.com/tcggo/storage/23874/shuckle-meg-11-mega-evolution.png,https://www.tcggo.com/external/cm/23830,https://www.tcggo.com/external/tcgplayer/23830,Shuckle,Shuckle 11,0.03,0.03,15403,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Uncommon,shuckle,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/shuckle-11-1,me1-11,654350,singles
2026-08-23T17:19:56+02:00,463,Naoki Saito,naoki-saito,MEG 12,12,851083,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,80,23831,https://images.tcggo.com/tcggo/storage/23886/celebi-meg-12-mega-evolution.png,https://www.tcggo.com/external/cm/23831,https://www.tcggo.com/external/tcgplayer/23831,Celebi,Celebi 12,0.05,0.05,14406,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Uncommon,celebi,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/celebi-12,me1-12,654351,singles
2026-08-23T17:19:56+02:00,438,Miki Tanaka,miki-tanaka,MEG 13,13,851084,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,60,23832,https://images.tcggo.com/tcggo/storage/23898/seedot-meg-13-mega-evolution.png,https://www.tcggo.com/external/cm/23832,https://www.tcggo.com/external/tcgplayer/23832,Seedot,Seedot 13,0.02,0.02,14665,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,seedot,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/seedot-13,me1-13,654352,singles
2026-08-23T17:19:56+02:00,446,takashi shiraishi,takashi-shiraishi,MEG 14,14,851085,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,100,23833,https://images.tcggo.com/tcggo/storage/23909/nuzleaf-meg-14-mega-evolution.png,https://www.tcggo.com/external/cm/23833,https://www.tcggo.com/external/tcgplayer/23833,Nuzleaf,Nuzleaf 14,0.03,0.02,14584,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,nuzleaf,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/nuzleaf-14,me1-14,654353,singles
2026-08-23T17:19:56+02:00,419,Uninori,uninori,MEG 15,15,851086,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,160,23834,https://images.tcggo.com/tcggo/storage/23920/shiftry-meg-15-mega-evolution.png,https://www.tcggo.com/external/cm/23834,https://www.tcggo.com/external/tcgplayer/23834,Shiftry,Shiftry 15,0.03,0.02,16393,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Uncommon,shiftry,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/shiftry-15,me1-15,654354,singles
2026-08-23T17:19:56+02:00,366,Kuroimori,kuroimori,MEG 16,16,851087,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,50,23835,https://images.tcggo.com/tcggo/storage/23931/nincada-meg-16-mega-evolution.png,https://www.tcggo.com/external/cm/23835,https://www.tcggo.com/external/tcgplayer/23835,Nincada,Nincada 16,0.03,0.02,14123,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,nincada,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/nincada-16,me1-16,654355,singles
2026-08-23T17:19:56+02:00,822,Apios,apios,MEG 17,17,851088,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,80,23836,https://images.tcggo.com/tcggo/storage/23943/ninjask-meg-17-mega-evolution.png,https://www.tcggo.com/external/cm/23836,https://www.tcggo.com/external/tcgplayer/23836,Ninjask,Ninjask 17,0.03,0.03,15642,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Uncommon,ninjask,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/ninjask-17,me1-17,654356,singles
2026-08-23T17:19:56+02:00,487,Haru Akasaka,haru-akasaka,MEG 18,18,851089,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,120,23837,https://images.tcggo.com/tcggo/storage/23955/dhelmise-meg-18-mega-evolution.png,https://www.tcggo.com/external/cm/23837,https://www.tcggo.com/external/tcgplayer/23837,Dhelmise,Dhelmise 18,0.03,0.03,14835,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,dhelmise,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/dhelmise-18,me1-18,654357,singles
2026-08-23T17:19:56+02:00,362,Naoyo Kimura,naoyo-kimura,MEG 19,19,851090,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,70,23838,https://images.tcggo.com/tcggo/storage/23967/vulpix-meg-19-mega-evolution.png,https://www.tcggo.com/external/cm/23838,https://www.tcggo.com/external/tcgplayer/23838,Vulpix,Vulpix 19,0.04,0.04,13583,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,Common,vulpix,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/vulpix-19,me1-19,654358,singles
2026-08-23T17:19:56+02:00,417,satoma,satoma,MEG 20,20,851091,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,120,23839,https://images.tcggo.com/tcggo/storage/23979/ninetales-meg-20-mega-evolution.png,https://www.tcggo.com/external/cm/23839,https://www.tcggo.com/external/tcgplayer/23839,Ninetales,Ninetales 20,0.03,0.03,14946,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Uncommon,ninetales,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/ninetales-20-1,me1-20,654359,singles
2026-08-23T17:19:56+02:00,779,Wintr Wandr,wintr-wandr,MEG 21,21,851092,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,80,23840,https://images.tcggo.com/tcggo/storage/23991/numel-meg-21-mega-evolution.png,https://www.tcggo.com/external/cm/23840,https://www.tcggo.com/external/tcgplayer/23840,Numel,Numel 21,0.03,0.03,13673,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,numel,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/numel-21-1,me1-21,654360,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,MEG 22,22,851093,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,340,23841,https://images.tcggo.com/tcggo/storage/24003/mega-camerupt-ex-meg-22-mega-evolution.png,https://www.tcggo.com/external/cm/23841,https://www.tcggo.com/external/tcgplayer/23841,Mega Camerupt ex,Mega Camerupt ex 22,0.44,0.44,4746,EUR,[],,,,,,,,,,0.05,0.17,0.2,0.05,0.05,0.05,0.14,0.14,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.49,Double Rare,mega-camerupt-ex,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/mega-camerupt-ex-22,me1-22,654361,singles
2026-08-23T17:19:56+02:00,397,Kurata So,kurata-so,MEG 23,23,851094,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,70,23842,https://images.tcggo.com/tcggo/storage/24015/litleo-meg-23-mega-evolution.png,https://www.tcggo.com/external/cm/23842,https://www.tcggo.com/external/tcgplayer/23842,Litleo,Litleo 23,0.03,0.02,14498,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,litleo,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/litleo-23,me1-23,654362,singles
2026-08-23T17:19:56+02:00,382,KEIICHIRO ITO,keiichiro-ito,MEG 24,24,851095,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,130,23843,https://images.tcggo.com/tcggo/storage/23839/pyroar-meg-24-mega-evolution.png,https://www.tcggo.com/external/cm/23843,https://www.tcggo.com/external/tcgplayer/23843,Pyroar,Pyroar 24,0.02,0.02,16140,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Uncommon,pyroar,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/pyroar-24,me1-24,654363,singles
2026-08-23T17:19:56+02:00,459,GIDORA,gidora,MEG 25,25,851096,132,188,MEG,Pokémon,pokemon,230,https://images.tcggo.com/tcggo/storage/24026/logof.png,Mega Evolution,EUR,1396.42,EUR,1415.81,2025-09-26,17,Mega Evolution,mega-evolution,mega-evolution,130,23844,https://images.tcggo.com/tcggo/storage/23851/volcanion-meg-25-mega-evolution.png,https://www.tcggo.com/external/cm/23844,https://www.tcggo.com/external/tcgplayer/23844,Volcanion,Volcanion 25,0.02,0.02,16002,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Uncommon,volcanion,Pokémon,https://www.tcggo.com/pokemon/mega-evolution/volcanion-25-3,me1-25,654364,singles
