captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,434,AKIRA EGAWA,akira-egawa,PAF 22,22,751552,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,120,1983,https://images.tcggo.com/tcggo/storage/1993/kilowattrel-paf-22-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1983,https://www.tcggo.com/external/tcgplayer/1983,Kilowattrel,Kilowattrel 22,0.03,0.02,18380,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Uncommon,kilowattrel,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/kilowattrel-22,sv4pt5-22,534168,singles
2026-08-23T17:19:56+02:00,418,Kariya,kariya,PAF 23,23,751556,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,60,1984,https://images.tcggo.com/tcggo/storage/1994/exeggcute-paf-23-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1984,https://www.tcggo.com/external/tcgplayer/1984,Exeggcute,Exeggcute 23,0.03,0.02,18011,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,exeggcute,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/exeggcute-23,sv4pt5-23,534169,singles
2026-08-23T17:19:56+02:00,385,Teeziro,teeziro,PAF 25,25,751558,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,50,1985,https://images.tcggo.com/tcggo/storage/1995/natu-paf-25-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1985,https://www.tcggo.com/external/tcgplayer/1985,Natu,Natu 25,0.03,0.04,17520,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,natu,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/natu-25,sv4pt5-25,535993,singles
2026-08-23T17:19:56+02:00,521,Shin Nagasawa,shin-nagasawa,PAF 4,4,751530,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,50,1986,https://images.tcggo.com/tcggo/storage/1996/toedscool-paf-4-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1986,https://www.tcggo.com/external/tcgplayer/1986,Toedscool,Toedscool 4,0.03,0.02,18452,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,0.09,Common,toedscool,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/toedscool-4,sv4pt5-4,534137,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PAF 5,5,751531,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,270,1987,https://images.tcggo.com/tcggo/storage/1997/toedscruel-ex-paf-5-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1987,https://www.tcggo.com/external/tcgplayer/1987,Toedscruel ex,Toedscruel ex 5,0.53,0.42,3173,EUR,[],,,,,,,,,0.1,0.2,0.2,0.25,0.25,0.1,0.35,0.35,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.42,0.77,Double Rare,toedscruel-ex,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/toedscruel-ex-5,sv4pt5-5,534139,singles
2026-08-23T17:19:56+02:00,490,takuyoa,takuyoa,PAF 6,6,751532,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,260,1988,https://images.tcggo.com/tcggo/storage/1998/espathra-ex-paf-6-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1988,https://www.tcggo.com/external/tcgplayer/1988,Espathra ex,Espathra ex 6,0.57,0.54,3172,EUR,[],,,,,,,,,0.1,0.2,0.2,0.29,0.29,0.1,0.3,0.3,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,0.81,Double Rare,espathra-ex,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/espathra-ex-6,sv4pt5-6,534140,singles
2026-08-23T17:19:56+02:00,459,GIDORA,gidora,PAF 7,7,751533,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,1989,https://images.tcggo.com/tcggo/storage/1999/charmander-paf-7-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1989,https://www.tcggo.com/external/tcgplayer/1989,Charmander,Charmander 7,0.09,0.04,14465,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.15,Common,charmander,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/charmander-7,sv4pt5-7,534142,singles
2026-08-23T17:19:56+02:00,403,rika,rika,PAF 17,17,751544,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,70,1990,https://images.tcggo.com/tcggo/storage/2000/frigibax-paf-17-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1990,https://www.tcggo.com/external/tcgplayer/1990,Frigibax,Frigibax 17,0.03,0.03,17482,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.11,Common,frigibax,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/frigibax-17,sv4pt5-17,534161,singles
2026-08-23T17:19:56+02:00,362,Naoyo Kimura,naoyo-kimura,PAF 19,19,751546,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,120,1991,https://images.tcggo.com/tcggo/storage/2001/raichu-paf-19-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1991,https://www.tcggo.com/external/tcgplayer/1991,Raichu,Raichu 19,0.13,0.12,8936,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.16,rare,raichu,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/raichu-19,sv4pt5-19,534165,singles
2026-08-23T17:19:56+02:00,495,yuu,yuu,PAF 20,20,751549,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,60,1992,https://images.tcggo.com/tcggo/storage/2002/chinchou-paf-20-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1992,https://www.tcggo.com/external/tcgplayer/1992,Chinchou,Chinchou 20,0.03,0.03,18140,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.09,0.09,Common,chinchou,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/chinchou-20,sv4pt5-20,534166,singles
2026-08-23T17:19:56+02:00,471,Tonji Matsuno,tonji-matsuno,PAF 8,8,751534,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,90,1993,https://images.tcggo.com/tcggo/storage/2003/charmeleon-paf-8-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1993,https://www.tcggo.com/external/tcgplayer/1993,Charmeleon,Charmeleon 8,0.06,0.05,15973,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,charmeleon,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/charmeleon-8,sv4pt5-8,534143,singles
2026-08-23T17:19:56+02:00,416,Mina Nakai,mina-nakai,PAF 11,11,751537,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,80,1994,https://images.tcggo.com/tcggo/storage/2004/numel-paf-11-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1994,https://www.tcggo.com/external/tcgplayer/1994,Numel,Numel 11,0.03,0.03,18465,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.11,Common,numel,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/numel-11,sv4pt5-11,534152,singles
2026-08-23T17:19:56+02:00,434,AKIRA EGAWA,akira-egawa,PAF 15,15,751541,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,130,1995,https://images.tcggo.com/tcggo/storage/2005/armarouge-paf-15-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1995,https://www.tcggo.com/external/tcgplayer/1995,Armarouge,Armarouge 15,0.06,0.06,11416,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.14,rare,armarouge,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/armarouge-15,sv4pt5-15,534156,singles
2026-08-23T17:19:56+02:00,404,aspara,aspara,PAF 21,21,751551,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,120,1996,https://images.tcggo.com/tcggo/storage/2006/lanturn-paf-21-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1996,https://www.tcggo.com/external/tcgplayer/1996,Lanturn,Lanturn 21,0.03,0.04,17702,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Uncommon,lanturn,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/lanturn-21,sv4pt5-21,534167,singles
2026-08-23T17:19:56+02:00,357,Yoriyuki Ikegami,yoriyuki-ikegami,PAF 24,24,751557,91,245,PAF,Pokémon,pokemon,14,https://images.tcggo.com/tcggo/storage/1981/paldean-fates-logo.png,Paldean Fates,EUR,1810.89,EUR,2341.33,2024-01-26,1,Scarlet & Violet,scarlet-violet,paldean-fates,130,1997,https://images.tcggo.com/tcggo/storage/2007/exeggutor-paf-24-paldean-fates-pokemon.png,https://www.tcggo.com/external/cm/1997,https://www.tcggo.com/external/tcgplayer/1997,Exeggutor,Exeggutor 24,0.09,0.1,11413,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,rare,exeggutor,Pokémon,https://www.tcggo.com/pokemon/paldean-fates/exeggutor-24,sv4pt5-24,534170,singles
