captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10black,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,397,Kurata So,kurata-so,BLK 10,10,835921,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,50,23095,https://images.tcggo.com/tcggo/storage/23063/foongus.png,https://www.tcggo.com/external/cm/23095,https://www.tcggo.com/external/tcgplayer/23095,Foongus,Foongus 10,0.02,0.03,10315,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,foongus,Pokémon,https://www.tcggo.com/pokemon/black-bolt/foongus-10-1,zsv10pt5-10,642459,singles
2026-08-23T17:19:56+02:00,,397,Kurata So,kurata-so,BLK 11,11,835922,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,120,23096,https://images.tcggo.com/tcggo/storage/23064/amoonguss.png,https://www.tcggo.com/external/cm/23096,https://www.tcggo.com/external/tcgplayer/23096,Amoonguss,Amoonguss 11,0.03,0.04,8869,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.09,Uncommon,amoonguss,Pokémon,https://www.tcggo.com/pokemon/black-bolt/amoonguss-11,zsv10pt5-11,642460,singles
2026-08-23T17:19:56+02:00,,528,Natsumi Yoshida,natsumi-yoshida,BLK 12,12,835926,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,80,23097,https://images.tcggo.com/tcggo/storage/23065/victini.png,https://www.tcggo.com/external/cm/23097,https://www.tcggo.com/external/tcgplayer/23097,Victini,Victini 12,0.08,0.07,7590,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,rare,victini,Pokémon,https://www.tcggo.com/pokemon/black-bolt/victini-12,zsv10pt5-12,642461,singles
2026-08-23T17:19:56+02:00,,764,svlt,svlt,BLK 13,13,835928,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,80,23098,https://images.tcggo.com/tcggo/storage/23066/darumaka.png,https://www.tcggo.com/external/cm/23098,https://www.tcggo.com/external/tcgplayer/23098,Darumaka,Darumaka 13,0.02,0.03,10485,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,darumaka,Pokémon,https://www.tcggo.com/pokemon/black-bolt/darumaka-13,zsv10pt5-13,642462,singles
2026-08-23T17:19:56+02:00,,764,svlt,svlt,BLK 14,14,835929,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,140,23099,https://images.tcggo.com/tcggo/storage/23067/darmanitan.png,https://www.tcggo.com/external/cm/23099,https://www.tcggo.com/external/tcgplayer/23099,Darmanitan,Darmanitan 14,0.03,0.02,9241,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Uncommon,darmanitan,Pokémon,https://www.tcggo.com/pokemon/black-bolt/darmanitan-14,zsv10pt5-14,642463,singles
2026-08-23T17:19:56+02:00,,769,mashu,mashu,BLK 15,15,835932,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,60,23100,https://images.tcggo.com/tcggo/storage/23068/larvesta.png,https://www.tcggo.com/external/cm/23100,https://www.tcggo.com/external/tcgplayer/23100,Larvesta,Larvesta 15,0.03,0.04,10402,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,larvesta,Pokémon,https://www.tcggo.com/pokemon/black-bolt/larvesta-15,zsv10pt5-15,642467,singles
2026-08-23T17:19:56+02:00,,769,mashu,mashu,BLK 16,16,835934,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,120,23101,https://images.tcggo.com/tcggo/storage/23069/volcarona.png,https://www.tcggo.com/external/cm/23101,https://www.tcggo.com/external/tcgplayer/23101,Volcarona,Volcarona 16,0.06,0.07,7336,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,rare,volcarona,Pokémon,https://www.tcggo.com/pokemon/black-bolt/volcarona-16,zsv10pt5-16,642468,singles
2026-08-23T17:19:56+02:00,,400,Makura Tami,makura-tami,BLK 17,17,835936,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,70,23102,https://images.tcggo.com/tcggo/storage/23070/panpour.png,https://www.tcggo.com/external/cm/23102,https://www.tcggo.com/external/tcgplayer/23102,Panpour,Panpour 17,0.03,0.03,10555,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,panpour,Pokémon,https://www.tcggo.com/pokemon/black-bolt/panpour-17,zsv10pt5-17,642469,singles
2026-08-23T17:19:56+02:00,,400,Makura Tami,makura-tami,BLK 18,18,835939,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,100,23103,https://images.tcggo.com/tcggo/storage/23071/simipour.png,https://www.tcggo.com/external/cm/23103,https://www.tcggo.com/external/tcgplayer/23103,Simipour,Simipour 18,0.03,0.04,8802,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Uncommon,simipour,Pokémon,https://www.tcggo.com/pokemon/black-bolt/simipour-18,zsv10pt5-18,642470,singles
2026-08-23T17:19:56+02:00,,465,Yukihiro Tada,yukihiro-tada,BLK 19,19,835940,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,60,23104,https://images.tcggo.com/tcggo/storage/23072/tympole.png,https://www.tcggo.com/external/cm/23104,https://www.tcggo.com/external/tcgplayer/23104,Tympole,Tympole 19,0.02,0.03,13401,EUR,[],,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,tympole,Pokémon,https://www.tcggo.com/pokemon/black-bolt/tympole-19,zsv10pt5-19,642471,singles
2026-08-23T17:19:56+02:00,,465,Yukihiro Tada,yukihiro-tada,BLK 20,20,835942,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,90,23105,https://images.tcggo.com/tcggo/storage/23073/palpitoad.png,https://www.tcggo.com/external/cm/23105,https://www.tcggo.com/external/tcgplayer/23105,Palpitoad,Palpitoad 20,0.03,0.03,10540,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,palpitoad,Pokémon,https://www.tcggo.com/pokemon/black-bolt/palpitoad-20,zsv10pt5-20,642472,singles
2026-08-23T17:19:56+02:00,,465,Yukihiro Tada,yukihiro-tada,BLK 21,21,835943,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,170,23106,https://images.tcggo.com/tcggo/storage/23074/seismitoad.png,https://www.tcggo.com/external/cm/23106,https://www.tcggo.com/external/tcgplayer/23106,Seismitoad,Seismitoad 21,0.03,0.05,8574,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,seismitoad,Pokémon,https://www.tcggo.com/pokemon/black-bolt/seismitoad-21,zsv10pt5-21,642473,singles
2026-08-23T17:19:56+02:00,,396,Gemi,gemi,BLK 22,22,835945,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,100,23107,https://images.tcggo.com/tcggo/storage/23075/tirtouga.png,https://www.tcggo.com/external/cm/23107,https://www.tcggo.com/external/tcgplayer/23107,Tirtouga,Tirtouga 22,0.04,0.05,8268,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.1,Uncommon,tirtouga,Pokémon,https://www.tcggo.com/pokemon/black-bolt/tirtouga-22,zsv10pt5-22,642474,singles
2026-08-23T17:19:56+02:00,,396,Gemi,gemi,BLK 23,23,835947,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,180,23108,https://images.tcggo.com/tcggo/storage/23076/carracosta.png,https://www.tcggo.com/external/cm/23108,https://www.tcggo.com/external/tcgplayer/23108,Carracosta,Carracosta 23,0.07,0.08,7573,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,rare,carracosta,Pokémon,https://www.tcggo.com/pokemon/black-bolt/carracosta-23,zsv10pt5-23,642475,singles
2026-08-23T17:19:56+02:00,,499,Tika Matsuno,tika-matsuno,BLK 24,24,835948,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,110,23109,https://images.tcggo.com/tcggo/storage/23077/alomomola.png,https://www.tcggo.com/external/cm/23109,https://www.tcggo.com/external/tcgplayer/23109,Alomomola,Alomomola 24,0.03,0.04,8595,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.09,Uncommon,alomomola,Pokémon,https://www.tcggo.com/pokemon/black-bolt/alomomola-24,zsv10pt5-24,642476,singles
2026-08-23T17:19:56+02:00,,539,OOYAMA,ooyama,BLK 25,25,835949,86,172,BLK,Pokémon,pokemon,223,https://images.tcggo.com/tcggo/storage/23035/black-bolt-logo.png,Black Bolt,EUR,2524.88,EUR,3066.74,2025-07-18,1,Scarlet & Violet,scarlet-violet,black-bolt,70,23110,https://images.tcggo.com/tcggo/storage/23078/cubchoo.png,https://www.tcggo.com/external/cm/23110,https://www.tcggo.com/external/tcgplayer/23110,Cubchoo,Cubchoo 25,0.03,0.03,10287,EUR,[],,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Common,cubchoo,Pokémon,https://www.tcggo.com/pokemon/black-bolt/cubchoo-25,zsv10pt5-25,642477,singles
