captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,491,Yuya Oka,yuya-oka,SFA 11,11,780901,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,90,1440,https://images.tcggo.com/tcggo/storage/1445/seadra-sfa-11-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1440,https://www.tcggo.com/external/tcgplayer/1440,Seadra,Seadra 11,0.04,0.03,14657,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,seadra,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/seadra-11,sv6pt5-11,560321,singles
2026-08-23T17:19:56+02:00,,369,toriyufu,toriyufu,SFA 12,12,780902,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,310,1441,https://images.tcggo.com/tcggo/storage/1446/kingdra-ex-sfa-12-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1441,https://www.tcggo.com/external/tcgplayer/1441,Kingdra ex,Kingdra ex 12,0.62,0.47,2867,EUR,[],,,,,,,,0.1,0.2,0.2,0.35,0.35,0.1,0.28,0.28,0.1,0.1,USD,,,,,,,,,,,,,,,,,31.87,1,,,,,,,,,EUR,0.62,0.83,Double Rare,kingdra-ex,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/kingdra-ex-12,sv6pt5-12,560322,singles
2026-08-23T17:19:56+02:00,,442,Krgc,krgc,SFA 13,13,780903,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1442,https://images.tcggo.com/tcggo/storage/1447/sneasel-sfa-13-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1442,https://www.tcggo.com/external/tcgplayer/1442,Sneasel,Sneasel 13,0.03,0.02,15931,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.09,Common,sneasel,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/sneasel-13,sv6pt5-13,560323,singles
2026-08-23T17:19:56+02:00,,404,aspara,aspara,SFA 14,14,780904,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,100,1443,https://images.tcggo.com/tcggo/storage/1448/weavile-sfa-14-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1443,https://www.tcggo.com/external/tcgplayer/1443,Weavile,Weavile 14,0.03,0.03,17811,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Uncommon,weavile,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/weavile-14,sv6pt5-14,560324,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,SFA 15,15,780905,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,280,1444,https://images.tcggo.com/tcggo/storage/1449/revavroom-ex-sfa-15-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1444,https://www.tcggo.com/external/tcgplayer/1444,Revavroom ex,Revavroom ex 15,0.52,0.51,3040,EUR,[],,,,,,,,0.1,0.1,0.1,0.25,0.25,0.1,0.25,0.25,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.65,0.85,Double Rare,revavroom-ex,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/revavroom-ex-15,sv6pt5-15,560325,singles
2026-08-23T17:19:56+02:00,,374,OKUBO,okubo,SFA 16,16,780907,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1445,https://images.tcggo.com/tcggo/storage/1450/drowzee-sfa-16-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1445,https://www.tcggo.com/external/tcgplayer/1445,Drowzee,Drowzee 16,0.04,0.04,14602,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,drowzee,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/drowzee-16,sv6pt5-16,560326,singles
2026-08-23T17:19:56+02:00,,420,Masako Tomii,masako-tomii,SFA 17,17,780908,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,110,1446,https://images.tcggo.com/tcggo/storage/1468/hypno-sfa-17-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1446,https://www.tcggo.com/external/tcgplayer/1446,Hypno,Hypno 17,0.03,0.05,16378,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Uncommon,hypno,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/hypno-17,sv6pt5-17,560327,singles
2026-08-23T17:19:56+02:00,,766,IKEDA Saki,ikeda-saki,SFA 18,18,780910,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,60,1447,https://images.tcggo.com/tcggo/storage/1452/duskull-sfa-18-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1447,https://www.tcggo.com/external/tcgplayer/1447,Duskull,Duskull 18,0.07,0.07,13606,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,Common,duskull,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/duskull-18,sv6pt5-18,560328,singles
2026-08-23T17:19:56+02:00,,435,Aya Kusube,aya-kusube,SFA 19,19,780912,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,90,1448,https://images.tcggo.com/tcggo/storage/1453/dusclops-sfa-19-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1448,https://www.tcggo.com/external/tcgplayer/1448,Dusclops,Dusclops 19,0.08,0.09,11713,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.15,Common,dusclops,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/dusclops-19,sv6pt5-19,560329,singles
2026-08-23T17:19:56+02:00,,444,danciao,danciao,SFA 20,20,780914,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,160,1449,https://images.tcggo.com/tcggo/storage/1454/dusknoir-sfa-20-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1449,https://www.tcggo.com/external/tcgplayer/1449,Dusknoir,Dusknoir 20,0.11,0.1,10977,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.18,rare,dusknoir,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/dusknoir-20,sv6pt5-20,560330,singles
2026-08-23T17:19:56+02:00,,468,matazo,matazo,SFA 21,21,780916,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,120,1450,https://images.tcggo.com/tcggo/storage/1455/cresselia-sfa-21-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1450,https://www.tcggo.com/external/tcgplayer/1450,Cresselia,Cresselia 21,0.05,0.06,14928,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.13,rare,cresselia,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/cresselia-21,sv6pt5-21,560331,singles
2026-08-23T17:19:56+02:00,,366,Kuroimori,kuroimori,SFA 22,22,780917,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,120,1451,https://images.tcggo.com/tcggo/storage/1456/sylveon-sfa-22-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1451,https://www.tcggo.com/external/tcgplayer/1451,Sylveon,Sylveon 22,0.06,0.05,12020,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.48,0.18,Uncommon,sylveon,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/sylveon-22,sv6pt5-22,560332,singles
2026-08-23T17:19:56+02:00,,778,Aliya Chen,aliya-chen,SFA 23,23,780918,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,70,1452,https://images.tcggo.com/tcggo/storage/1457/croagunk-sfa-23-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1452,https://www.tcggo.com/external/tcgplayer/1452,Croagunk,Croagunk 23,0.03,0.02,16346,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,0.09,Common,croagunk,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/croagunk-23,sv6pt5-23,560333,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,SFA 24,24,780919,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,130,1453,https://images.tcggo.com/tcggo/storage/1458/toxicroak-sfa-24-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1453,https://www.tcggo.com/external/tcgplayer/1453,Toxicroak,Toxicroak 24,0.03,0.02,14787,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,0.09,Common,toxicroak,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/toxicroak-24,sv6pt5-24,560334,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,SFA 25,25,780920,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,150,1454,https://images.tcggo.com/tcggo/storage/1459/bloodmoon-ursaluna-sfa-25-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1454,https://www.tcggo.com/external/tcgplayer/1454,Bloodmoon Ursaluna,Bloodmoon Ursaluna 25,0.06,0.05,15176,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.14,rare,bloodmoon-ursaluna,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/bloodmoon-ursaluna-25,sv6pt5-25,560335,singles
2026-08-23T17:19:56+02:00,,421,Shinji Kanda,shinji-kanda,SFA 26,26,780921,64,99,SFA,Pokémon,pokemon,11,https://images.tcggo.com/tcggo/storage/1434/shrouded-fable-logo.png,Shrouded Fable,EUR,567.12,EUR,760.02,2024-08-02,1,Scarlet & Violet,scarlet-violet,shrouded-fable,140,1455,https://images.tcggo.com/tcggo/storage/1460/slither-wing-sfa-26-shrouded-fable-pokemon.png,https://www.tcggo.com/external/cm/1455,https://www.tcggo.com/external/tcgplayer/1455,Slither Wing,Slither Wing 26,0.04,0.05,16146,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Uncommon,slither-wing,Pokémon,https://www.tcggo.com/pokemon/shrouded-fable/slither-wing-26,sv6pt5-26,560336,singles
