captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,359,HYOGONOSUKE,hyogonosuke,PFL 11,11,857586,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,80,24018,https://images.tcggo.com/tcggo/storage/24091/charmander-pfl-11-phantasmal-flames.png,https://www.tcggo.com/external/cm/24018,https://www.tcggo.com/external/tcgplayer/24018,Charmander,Charmander 11,,0.05,0.05,19709,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,Common,charmander,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/charmander-11-1,me2-11,662143,singles
2026-08-23T17:06:43+02:00,,419,Uninori,uninori,PFL 12,12,857587,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,110,24019,https://images.tcggo.com/tcggo/storage/24099/charmeleon-pfl-12-phantasmal-flames.png,https://www.tcggo.com/external/cm/24019,https://www.tcggo.com/external/tcgplayer/24019,Charmeleon,Charmeleon 12,,0.04,0.04,21003,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Common,charmeleon,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/charmeleon-12,me2-12,662144,singles
2026-08-23T17:06:43+02:00,,490,takuyoa,takuyoa,PFL 13,13,857588,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,360,24020,https://images.tcggo.com/tcggo/storage/24107/mega-charizard-x-ex-pfl-13-phantasmal-flames.png,https://www.tcggo.com/external/cm/24020,https://www.tcggo.com/external/tcgplayer/24020,Mega Charizard X ex,Mega Charizard X ex 13,,2.93,3.42,2273,EUR,[],,,,,,,,,1.9,1.5,1.95,1.5,1.5,2.5,1.95,1.5,1,1,USD,,,,,,,,,,,,,,,27.5,2,,,20,3,15,1,115,5,11,2,,,29.99,3,,,,,,,,,EUR,4.01,Double Rare,mega-charizard-x-ex,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/mega-charizard-x-ex-13,me2-13,662182,singles
2026-08-23T17:06:43+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,PFL 14,14,857589,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,120,24021,https://images.tcggo.com/tcggo/storage/24115/moltres-pfl-14-phantasmal-flames.png,https://www.tcggo.com/external/cm/24021,https://www.tcggo.com/external/tcgplayer/24021,Moltres,Moltres 14,,0.07,0.08,18164,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,rare,moltres,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/moltres-14-1,me2-14,662201,singles
2026-08-23T17:06:43+02:00,,536,NC Empire,nc-empire,PFL 15,15,857590,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,80,24022,https://images.tcggo.com/tcggo/storage/24123/darumaka-pfl-15-phantasmal-flames.png,https://www.tcggo.com/external/cm/24022,https://www.tcggo.com/external/tcgplayer/24022,Darumaka,Darumaka 15,,0.02,0.02,24110,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,darumaka,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/darumaka-15,me2-15,662147,singles
2026-08-23T17:06:43+02:00,,428,Uta,uta,PFL 16,16,857591,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,150,24023,https://images.tcggo.com/tcggo/storage/24131/darmanitan-pfl-16-phantasmal-flames.png,https://www.tcggo.com/external/cm/24023,https://www.tcggo.com/external/tcgplayer/24023,Darmanitan,Darmanitan 16,,0.02,0.02,24229,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,Uncommon,darmanitan,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/darmanitan-16,me2-16,662146,singles
2026-08-23T17:06:43+02:00,,434,AKIRA EGAWA,akira-egawa,PFL 17,17,857592,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,130,24024,https://images.tcggo.com/tcggo/storage/24140/reshiram-pfl-17-phantasmal-flames.png,https://www.tcggo.com/external/cm/24024,https://www.tcggo.com/external/tcgplayer/24024,Reshiram,Reshiram 17,,0.04,0.04,20648,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,rare,reshiram,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/reshiram-17-2,me2-17,662219,singles
2026-08-23T17:06:43+02:00,,430,akagi,akagi,PFL 18,18,857593,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,190,24025,https://images.tcggo.com/tcggo/storage/24149/oricorio-ex-pfl-18-phantasmal-flames.png,https://www.tcggo.com/external/cm/24025,https://www.tcggo.com/external/tcgplayer/24025,Oricorio ex,Oricorio ex 18,,0.42,0.39,5879,EUR,[],,,,,,,,,0.02,0.02,0.07,0.05,0.05,0.02,0.05,0.1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.46,Double Rare,oricorio-ex,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/oricorio-ex-18,me2-18,662206,singles
2026-08-23T17:06:43+02:00,,441,Tomokazu Komiya,tomokazu-komiya,PFL 19,19,857594,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24026,https://images.tcggo.com/tcggo/storage/24028/charcadet-pfl-19-phantasmal-flames.png,https://www.tcggo.com/external/cm/24026,https://www.tcggo.com/external/tcgplayer/24026,Charcadet,Charcadet 19,,0.02,0.02,23637,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,charcadet,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/charcadet-19,me2-19,662142,singles
2026-08-23T17:06:43+02:00,,396,Gemi,gemi,PFL 20,20,857595,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,140,24027,https://images.tcggo.com/tcggo/storage/24036/ceruledge-pfl-20-phantasmal-flames.png,https://www.tcggo.com/external/cm/24027,https://www.tcggo.com/external/tcgplayer/24027,Ceruledge,Ceruledge 20,,0.02,0.03,23774,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Uncommon,ceruledge,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/ceruledge-20,me2-20,662141,singles
2026-08-23T17:06:43+02:00,,764,svlt,svlt,PFL 21,21,857596,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,80,24028,https://images.tcggo.com/tcggo/storage/24044/seel-pfl-21-phantasmal-flames.png,https://www.tcggo.com/external/cm/24028,https://www.tcggo.com/external/tcgplayer/24028,Seel,Seel 21,,0.03,0.02,23740,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,seel,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/seel-21,me2-21,662226,singles
2026-08-23T17:06:43+02:00,,398,Taira Akitsu,taira-akitsu,PFL 22,22,857597,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,130,24029,https://images.tcggo.com/tcggo/storage/24052/dewgong-pfl-22-phantasmal-flames.png,https://www.tcggo.com/external/cm/24029,https://www.tcggo.com/external/tcgplayer/24029,Dewgong,Dewgong 22,,0.03,0.03,23720,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0,Common,dewgong,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/dewgong-22,me2-22,664093,singles
2026-08-23T17:06:43+02:00,,781,imoniii,imoniii,PFL 23,23,857598,94,130,PFL,Pokémon,pokemon,231,https://images.tcggo.com/tcggo/storage/23782/Pokemon_TCG_Mega_Evolution—Phantasmal_Flames_Logo.png,Phantasmal Flames,EUR,1204.63,EUR,1021.43,2025-11-14,17,Mega Evolution,mega-evolution,phantasmal-flames,70,24030,https://images.tcggo.com/tcggo/storage/24060/swinub-pfl-23-phantasmal-flames.png,https://www.tcggo.com/external/cm/24030,https://www.tcggo.com/external/tcgplayer/24030,Swinub,Swinub 23,,0.03,0.03,24081,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,swinub,Pokémon,https://www.tcggo.com/pokemon/phantasmal-flames/swinub-23,me2-23,662230,singles
