captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.gma.10.median_price,prices.ebay.graded.gma.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,SSP 11,11,794266,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20799,https://images.tcggo.com/tcggo/storage/20966/zarude-ssp-11-surging-sparks.png,https://www.tcggo.com/external/cm/20799,https://www.tcggo.com/external/tcgplayer/20799,Zarude,Zarude 11,0.06,0.08,11387,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.15,rare,zarude,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/zarude-11,sv8-11,590099,singles
2026-08-23T17:19:56+02:00,,583,Julie Hang,julie-hang,SSP 12,12,794267,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20800,https://images.tcggo.com/tcggo/storage/20967/capsakid-ssp-12-surging-sparks.png,https://www.tcggo.com/external/cm/20800,https://www.tcggo.com/external/tcgplayer/20800,Capsakid,Capsakid 12,0.02,0.03,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,capsakid,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/capsakid-12,sv8-12,589886,singles
2026-08-23T17:19:56+02:00,,364,Toshinao Aoki,toshinao-aoki,SSP 13,13,794268,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,40,20801,https://images.tcggo.com/tcggo/storage/20968/rellor-ssp-13-surging-sparks.png,https://www.tcggo.com/external/cm/20801,https://www.tcggo.com/external/tcgplayer/20801,Rellor,Rellor 13,0.02,0.02,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,rellor,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/rellor-13,sv8-13,590035,singles
2026-08-23T17:19:56+02:00,,420,Masako Tomii,masako-tomii,SSP 14,14,794269,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20802,https://images.tcggo.com/tcggo/storage/20969/rabsca-ssp-14-surging-sparks.png,https://www.tcggo.com/external/cm/20802,https://www.tcggo.com/external/tcgplayer/20802,Rabsca,Rabsca 14,0.04,0.06,13756,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,rare,rabsca,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/rabsca-14,sv8-14,590033,singles
2026-08-23T17:19:56+02:00,,444,danciao,danciao,SSP 15,15,794270,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,130,20803,https://images.tcggo.com/tcggo/storage/20970/wo-chien-ssp-15-surging-sparks.png,https://www.tcggo.com/external/cm/20803,https://www.tcggo.com/external/tcgplayer/20803,Wo-Chien,Wo-Chien 15,0.03,0.03,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Uncommon,wo-chien,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/wo-chien-15,sv8-15,590095,singles
2026-08-23T17:19:56+02:00,,406,Narumi Sato,narumi-sato,SSP 16,16,794271,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20804,https://images.tcggo.com/tcggo/storage/22350/vulpix-ssp-16-surging-sparks.png,https://www.tcggo.com/external/cm/20804,https://www.tcggo.com/external/tcgplayer/20804,Vulpix,Vulpix 16,0.06,0.05,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.13,Common,vulpix,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/vulpix-16,sv8-16,590092,singles
2026-08-23T17:19:56+02:00,,830,Kamome Shirahama,kamome-shirahama,SSP 17,17,794272,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,120,20805,https://images.tcggo.com/tcggo/storage/20971/ninetales-ssp-17-surging-sparks.png,https://www.tcggo.com/external/cm/20805,https://www.tcggo.com/external/tcgplayer/20805,Ninetales,Ninetales 17,0.05,0.04,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.14,Uncommon,ninetales,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/ninetales-17-2,sv8-17,590010,singles
2026-08-23T17:19:56+02:00,,480,Taiga Kasai,taiga-kasai,SSP 18,18,794273,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,130,20806,https://images.tcggo.com/tcggo/storage/20972/paldean-tauros-ssp-18-surging-sparks.png,https://www.tcggo.com/external/cm/20806,https://www.tcggo.com/external/tcgplayer/20806,Paldean Tauros,Paldean Tauros 18,0.03,0.04,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.09,Uncommon,paldean-tauros,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/paldean-tauros-18,sv8-18,590014,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,SSP 19,19,794274,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,130,20807,https://images.tcggo.com/tcggo/storage/20973/ho-oh-ssp-19-surging-sparks.png,https://www.tcggo.com/external/cm/20807,https://www.tcggo.com/external/tcgplayer/20807,Ho-Oh,Ho-Oh 19,0.05,0.06,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Uncommon,ho-oh,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/ho-oh-19,sv8-19,589964,singles
2026-08-23T17:19:56+02:00,,389,osare,osare,SSP 20,20,794275,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20808,https://images.tcggo.com/tcggo/storage/20974/castform-sunny-form-ssp-20-surging-sparks.png,https://www.tcggo.com/external/cm/20808,https://www.tcggo.com/external/tcgplayer/20808,Castform Sunny Form,Castform Sunny Form 20,0.03,0.03,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.1,Common,castform-sunny-form,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/castform-sunny-form-20,sv8-20,589887,singles
2026-08-23T17:19:56+02:00,,507,0313,0313,SSP 21,21,794276,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20809,https://images.tcggo.com/tcggo/storage/20975/victini-ssp-21-surging-sparks.png,https://www.tcggo.com/external/cm/20809,https://www.tcggo.com/external/tcgplayer/20809,Victini,Victini 21,0.05,0.06,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.16,Uncommon,victini,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/victini-21,sv8-21,590087,singles
2026-08-23T17:19:56+02:00,,779,Wintr Wandr,wintr-wandr,SSP 22,22,794277,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,60,20810,https://images.tcggo.com/tcggo/storage/20976/pansear-ssp-22-surging-sparks.png,https://www.tcggo.com/external/cm/20810,https://www.tcggo.com/external/tcgplayer/20810,Pansear,Pansear 22,0.03,0.03,,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,pansear,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/pansear-22-2,sv8-22,590020,singles
2026-08-23T17:19:56+02:00,,480,Taiga Kasai,taiga-kasai,SSP 23,23,794278,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,90,20811,https://images.tcggo.com/tcggo/storage/20977/simisear-ssp-23-surging-sparks.png,https://www.tcggo.com/external/cm/20811,https://www.tcggo.com/external/tcgplayer/20811,Simisear,Simisear 23,0.03,0.03,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.09,Common,simisear,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/simisear-23-2,sv8-23,590049,singles
2026-08-23T17:19:56+02:00,,455,MARINA Chikazawa,marina-chikazawa,SSP 24,24,794279,191,252,SSP,Pokémon,pokemon,172,https://images.tcggo.com/tcggo/storage/20954/surging-sparks-logo.png,Surging Sparks,EUR,1064.67,EUR,1090.76,2024-11-08,1,Scarlet & Violet,scarlet-violet,surging-sparks,70,20812,https://images.tcggo.com/tcggo/storage/20978/larvesta-ssp-24-surging-sparks.png,https://www.tcggo.com/external/cm/20812,https://www.tcggo.com/external/tcgplayer/20812,Larvesta,Larvesta 24,0.02,0.02,,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.09,Common,larvesta,Pokémon,https://www.tcggo.com/pokemon/surging-sparks/larvesta-24-1,sv8-24,589981,singles
