captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc8,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.mnt.9.median_price,prices.ebay.graded.mnt.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,507,0313,0313,OBF 28,28,725108,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2718,https://images.tcggo.com/tcggo/storage/2732/vulpix-obf-28-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2718,https://www.tcggo.com/external/tcgplayer/2718,Vulpix,Vulpix 28,0.05,0.04,11071,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.1,Common,vulpix,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/vulpix-28,sv3-28,509717,singles
2026-08-23T17:19:56+02:00,,441,Tomokazu Komiya,tomokazu-komiya,OBF 13,13,725093,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2719,https://images.tcggo.com/tcggo/storage/2733/rowlet-obf-13-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2719,https://www.tcggo.com/external/tcgplayer/2719,Rowlet,Rowlet 13,0.05,0.05,11023,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.27,0.15,Common,rowlet,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/rowlet-13,sv3-13,509692,singles
2026-08-23T17:19:56+02:00,,503,sui,sui,OBF 14,14,725094,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,90,2720,https://images.tcggo.com/tcggo/storage/2734/dartrix-obf-14-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2720,https://www.tcggo.com/external/tcgplayer/2720,Dartrix,Dartrix 14,0.04,0.04,7347,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.11,Uncommon,dartrix,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/dartrix-14,sv3-14,509705,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,OBF 21,21,725101,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,140,2721,https://images.tcggo.com/tcggo/storage/2735/arboliva-obf-21-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2721,https://www.tcggo.com/external/tcgplayer/2721,Arboliva,Arboliva 21,0.06,0.07,2782,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.15,Uncommon,arboliva,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/arboliva-21,sv3-21,509762,singles
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,OBF 23,23,725103,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,50,2722,https://images.tcggo.com/tcggo/storage/2736/capsakid-obf-23-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2722,https://www.tcggo.com/external/tcgplayer/2722,Capsakid,Capsakid 23,0.03,0.03,4695,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,capsakid,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/capsakid-23,sv3-23,509771,singles
2026-08-23T17:19:56+02:00,,429,DOM,dom,OBF 26,26,725106,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2723,https://images.tcggo.com/tcggo/storage/2737/charmander-obf-26-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2723,https://www.tcggo.com/external/tcgplayer/2723,Charmander,Charmander 26,0.06,0.05,8572,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.17,Common,charmander,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/charmander-26,sv3-26,509703,singles
2026-08-23T17:19:56+02:00,,504,Yoshioka,yoshioka,OBF 29,29,725109,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,120,2724,https://images.tcggo.com/tcggo/storage/2738/ninetales-obf-29-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2724,https://www.tcggo.com/external/tcgplayer/2724,Ninetales,Ninetales 29,0.06,0.04,6135,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.36,0.13,Uncommon,ninetales,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/ninetales-29,sv3-29,509724,singles
2026-08-23T17:19:56+02:00,,369,toriyufu,toriyufu,OBF 30,30,725110,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,130,2725,https://images.tcggo.com/tcggo/storage/2739/entei-obf-30-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2725,https://www.tcggo.com/external/tcgplayer/2725,Entei,Entei 30,0.06,0.06,14536,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.17,rare,entei,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/entei-30,sv3-30,509725,singles
2026-08-23T17:19:56+02:00,,534,Nagomi Nijo,nagomi-nijo,OBF 36,36,725116,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2726,https://images.tcggo.com/tcggo/storage/2740/litwick-obf-36-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2726,https://www.tcggo.com/external/tcgplayer/2726,Litwick,Litwick 36,0.03,0.04,11967,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Common,litwick,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/litwick-36-1,sv3-36,509737,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,OBF 42,42,725122,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,210,2727,https://images.tcggo.com/tcggo/storage/2741/eiscue-ex-obf-42-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2727,https://www.tcggo.com/external/tcgplayer/2727,Eiscue ex,Eiscue ex 42,0.85,0.75,911,EUR,[],,,,,,,,0.15,0.4,0.4,1,1,0.15,0.49,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.63,0.85,Double Rare,eiscue-ex,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/eiscue-ex-42,sv3-42,509753,singles
2026-08-23T17:19:56+02:00,,468,matazo,matazo,OBF 45,45,725125,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,110,2728,https://images.tcggo.com/tcggo/storage/2742/lapras-obf-45-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2728,https://www.tcggo.com/external/tcgplayer/2728,Lapras,Lapras 45,0.06,0.07,6171,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.14,Uncommon,lapras,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/lapras-45,sv3-45,509761,singles
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,OBF 48,48,725128,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2729,https://images.tcggo.com/tcggo/storage/2743/buizel-obf-48-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2729,https://www.tcggo.com/external/tcgplayer/2729,Buizel,Buizel 48,0.03,0.03,12477,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,buizel,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/buizel-48,sv3-48,509772,singles
2026-08-23T17:19:56+02:00,,492,Misa Tsutsui,misa-tsutsui,OBF 54,54,725134,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,150,2730,https://images.tcggo.com/tcggo/storage/2744/beartic-obf-54-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2730,https://www.tcggo.com/external/tcgplayer/2730,Beartic,Beartic 54,0.04,0.03,7031,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.13,Uncommon,beartic,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/beartic-54,sv3-54,509800,singles
2026-08-23T17:19:56+02:00,,516,Pani Kobayashi,pani-kobayashi,OBF 58,58,725138,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,60,2731,https://images.tcggo.com/tcggo/storage/2745/wiglett-obf-58-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2731,https://www.tcggo.com/external/tcgplayer/2731,Wiglett,Wiglett 58,0.03,0.02,12721,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,wiglett,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/wiglett-58,sv3-58,509807,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,OBF 60,60,725140,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,50,2732,https://images.tcggo.com/tcggo/storage/2746/finizen-obf-60-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2732,https://www.tcggo.com/external/tcgplayer/2732,Finizen,Finizen 60,0.04,0.04,5060,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.29,0.14,Common,finizen,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/finizen-60,sv3-60,509812,singles
2026-08-23T17:19:56+02:00,,377,Souichirou Gunjima,souichirou-gunjima,OBF 62,62,725142,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,150,2733,https://images.tcggo.com/tcggo/storage/2747/palafin-obf-62-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2733,https://www.tcggo.com/external/tcgplayer/2733,Palafin,Palafin 62,0.04,0.04,16886,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.15,rare,palafin,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/palafin-62,sv3-62,509819,singles
2026-08-23T17:19:56+02:00,,493,kurumitsu,kurumitsu,OBF 64,64,725144,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,90,2734,https://images.tcggo.com/tcggo/storage/2748/magneton-obf-64-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2734,https://www.tcggo.com/external/tcgplayer/2734,Magneton,Magneton 64,0.05,0.04,4249,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,magneton,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/magneton-64,sv3-64,509826,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,OBF 65,65,725145,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,170,2735,https://images.tcggo.com/tcggo/storage/2749/magnezone-obf-65-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2735,https://www.tcggo.com/external/tcgplayer/2735,Magnezone,Magnezone 65,0.06,0.05,2778,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,Uncommon,magnezone,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/magnezone-65,sv3-65,509829,singles
2026-08-23T17:19:56+02:00,,373,GOSSAN,gossan,OBF 70,70,725150,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,110,2736,https://images.tcggo.com/tcggo/storage/2750/thundurus-obf-70-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2736,https://www.tcggo.com/external/tcgplayer/2736,Thundurus,Thundurus 70,0.04,0.05,16642,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,rare,thundurus,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/thundurus-70,sv3-70,509837,singles
2026-08-23T17:19:56+02:00,,434,AKIRA EGAWA,akira-egawa,OBF 71,71,725151,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2737,https://images.tcggo.com/tcggo/storage/2751/toxel-obf-71-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2737,https://www.tcggo.com/external/tcgplayer/2737,Toxel,Toxel 71,0.05,0.04,7910,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.15,Common,toxel,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/toxel-71,sv3-71,509841,singles
2026-08-23T17:19:56+02:00,,512,kirisAki,kirisaki,OBF 74,74,725154,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,50,2738,https://images.tcggo.com/tcggo/storage/2752/tadbulb-obf-74-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2738,https://www.tcggo.com/external/tcgplayer/2738,Tadbulb,Tadbulb 74,0.04,0.04,4631,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.12,Common,tadbulb,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/tadbulb-74,sv3-74,509850,singles
2026-08-23T17:19:56+02:00,,519,Satoshi Shirai,satoshi-shirai,OBF 82,82,725162,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,260,2739,https://images.tcggo.com/tcggo/storage/2753/clefable-ex-obf-82-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2739,https://www.tcggo.com/external/tcgplayer/2739,Clefable ex,Clefable ex 82,1.12,1.08,662,EUR,[],,,,,,,,0.69,0.5,0.5,0.99,0.99,0.69,0.85,0.85,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.96,0.89,Double Rare,clefable-ex,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/clefable-ex-82,sv3-82,509821,singles
2026-08-23T17:19:56+02:00,,496,Cona Nitanda,cona-nitanda,OBF 86,86,725166,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,110,2740,https://images.tcggo.com/tcggo/storage/2754/espeon-obf-86-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2740,https://www.tcggo.com/external/tcgplayer/2740,Espeon,Espeon 86,0.14,0.14,4420,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,USD,,,,,,,,,,,,,,,,,,,,,,,199.04,1,,,,,23.56,4,,,,,,,,,,,EUR,0.95,0.21,Uncommon,espeon,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/espeon-86,sv3-86,509848,singles
2026-08-23T17:19:56+02:00,,479,Lee HyunJung,lee-hyunjung,OBF 88,88,725168,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,130,2741,https://images.tcggo.com/tcggo/storage/2755/granbull-obf-88-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2741,https://www.tcggo.com/external/tcgplayer/2741,Granbull,Granbull 88,0.04,0.05,6944,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,0.1,Uncommon,granbull,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/granbull-88,sv3-88,509860,singles
2026-08-23T17:19:56+02:00,,387,Scav,scav,OBF 94,94,725174,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,70,2742,https://images.tcggo.com/tcggo/storage/2756/baltoy-obf-94-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2742,https://www.tcggo.com/external/tcgplayer/2742,Baltoy,Baltoy 94,0.03,0.02,12386,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,0.09,Common,baltoy,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/baltoy-94,sv3-94,509876,singles
2026-08-23T17:19:56+02:00,,437,Shigenori Negishi,shigenori-negishi,OBF 95,95,725175,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,120,2743,https://images.tcggo.com/tcggo/storage/2757/claydol-obf-95-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2743,https://www.tcggo.com/external/tcgplayer/2743,Claydol,Claydol 95,0.04,0.04,17066,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,rare,claydol,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/claydol-95,sv3-95,509924,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,OBF 96,96,725176,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,270,2744,https://images.tcggo.com/tcggo/storage/2758/vespiquen-ex-obf-96-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2744,https://www.tcggo.com/external/tcgplayer/2744,Vespiquen ex,Vespiquen ex 96,0.96,0.81,838,EUR,[],,,,,,,,0.39,0.44,0.5,0.8,0.8,0.39,0.5,0.4,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.71,0.81,Double Rare,vespiquen-ex,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/vespiquen-ex-96,sv3-96,509926,singles
2026-08-23T17:19:56+02:00,,401,Yuka Morii,yuka-morii,OBF 97,97,725177,197,230,OBF,Pokémon,pokemon,17,https://images.tcggo.com/tcggo/storage/38783/obf.png,Obsidian Flames,EUR,312.31,EUR,425.9,2023-08-11,1,Scarlet & Violet,scarlet-violet,obsidian-flames,30,2745,https://images.tcggo.com/tcggo/storage/2759/sinistea-obf-97-obsidian-flames-pokemon.png,https://www.tcggo.com/external/cm/2745,https://www.tcggo.com/external/tcgplayer/2745,Sinistea,Sinistea 97,0.06,0.07,5938,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.34,0.16,Common,sinistea,Pokémon,https://www.tcggo.com/pokemon/obsidian-flames/sinistea-97,sv3-97,509930,singles
