captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,364,Toshinao Aoki,toshinao-aoki,JTG 12,12,817164,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,70,21888,https://images.tcggo.com/tcggo/storage/21914/shelmet-jtg-12-journey-together.png,https://www.tcggo.com/external/cm/21888,https://www.tcggo.com/external/tcgplayer/21888,Shelmet,Shelmet 12,0.02,0.02,13856,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,shelmet,Pokémon,https://www.tcggo.com/pokemon/journey-together/shelmet-12,sv9-12,623439,singles
2026-08-23T17:19:56+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,JTG 13,13,817165,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,100,21889,https://images.tcggo.com/tcggo/storage/21915/accelgor-jtg-13-journey-together.png,https://www.tcggo.com/external/cm/21889,https://www.tcggo.com/external/tcgplayer/21889,Accelgor,Accelgor 13,0.02,0.03,15157,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Uncommon,accelgor,Pokémon,https://www.tcggo.com/pokemon/journey-together/accelgor-13,sv9-13,623440,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,JTG 14,14,817166,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,90,21890,https://images.tcggo.com/tcggo/storage/21916/durant-jtg-14-journey-together.png,https://www.tcggo.com/external/cm/21890,https://www.tcggo.com/external/tcgplayer/21890,Durant,Durant 14,0.03,0.04,7186,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.1,Common,durant,Pokémon,https://www.tcggo.com/pokemon/journey-together/durant-14,sv9-14,623441,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,JTG 15,15,817167,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,120,21891,https://images.tcggo.com/tcggo/storage/21917/virizion-jtg-15-journey-together.png,https://www.tcggo.com/external/cm/21891,https://www.tcggo.com/external/tcgplayer/21891,Virizion,Virizion 15,0.03,0.03,12348,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.13,Uncommon,virizion,Pokémon,https://www.tcggo.com/pokemon/journey-together/virizion-15-2,sv9-15,623442,singles
2026-08-23T17:19:56+02:00,,416,Mina Nakai,mina-nakai,JTG 16,16,817168,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,60,21892,https://images.tcggo.com/tcggo/storage/21918/sprigatito-jtg-16-journey-together.png,https://www.tcggo.com/external/cm/21892,https://www.tcggo.com/external/tcgplayer/21892,Sprigatito,Sprigatito 16,0.03,0.03,12444,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.11,Common,sprigatito,Pokémon,https://www.tcggo.com/pokemon/journey-together/sprigatito-16,sv9-16,623443,singles
2026-08-23T17:19:56+02:00,,771,Felicia Chen,felicia-chen,JTG 17,17,817169,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,90,21893,https://images.tcggo.com/tcggo/storage/21919/floragato-jtg-17-journey-together.png,https://www.tcggo.com/external/cm/21893,https://www.tcggo.com/external/tcgplayer/21893,Floragato,Floragato 17,0.04,0.05,6621,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.13,Common,floragato,Pokémon,https://www.tcggo.com/pokemon/journey-together/floragato-17,sv9-17,623444,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,JTG 18,18,817170,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,160,21894,https://images.tcggo.com/tcggo/storage/21920/meowscarada-jtg-18-journey-together.png,https://www.tcggo.com/external/cm/21894,https://www.tcggo.com/external/tcgplayer/21894,Meowscarada,Meowscarada 18,0.07,0.07,9274,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.38,0.17,rare,meowscarada,Pokémon,https://www.tcggo.com/pokemon/journey-together/meowscarada-18,sv9-18,623445,singles
2026-08-23T17:19:56+02:00,,772,Ayako Ozaki,ayako-ozaki,JTG 19,19,817171,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,50,21895,https://images.tcggo.com/tcggo/storage/21921/nymble-jtg-19-journey-together.png,https://www.tcggo.com/external/cm/21895,https://www.tcggo.com/external/tcgplayer/21895,Nymble,Nymble 19,0.03,0.03,13384,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Common,nymble,Pokémon,https://www.tcggo.com/pokemon/journey-together/nymble-19-1,sv9-19,623446,singles
2026-08-23T17:19:56+02:00,,362,Naoyo Kimura,naoyo-kimura,JTG 20,20,817172,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,80,21896,https://images.tcggo.com/tcggo/storage/21922/magmar-jtg-20-journey-together.png,https://www.tcggo.com/external/cm/21896,https://www.tcggo.com/external/tcgplayer/21896,Magmar,Magmar 20,0.03,0.04,12600,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.09,Common,magmar,Pokémon,https://www.tcggo.com/pokemon/journey-together/magmar-20-2,sv9-20,623447,singles
2026-08-23T17:19:56+02:00,,471,Tonji Matsuno,tonji-matsuno,JTG 21,21,817173,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,130,21897,https://images.tcggo.com/tcggo/storage/21923/magmortar-jtg-21-journey-together.png,https://www.tcggo.com/external/cm/21897,https://www.tcggo.com/external/tcgplayer/21897,Magmortar,Magmortar 21,0.08,0.08,7816,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.34,0.15,rare,magmortar,Pokémon,https://www.tcggo.com/pokemon/journey-together/magmortar-21-1,sv9-21,623448,singles
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,JTG 22,22,817174,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,60,21898,https://images.tcggo.com/tcggo/storage/21924/torchic-jtg-22-journey-together.png,https://www.tcggo.com/external/cm/21898,https://www.tcggo.com/external/tcgplayer/21898,Torchic,Torchic 22,0.04,0.04,11482,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.12,Common,torchic,Pokémon,https://www.tcggo.com/pokemon/journey-together/torchic-22-1,sv9-22,623449,singles
2026-08-23T17:19:56+02:00,,469,Fujimoto Gold,fujimoto-gold,JTG 23,23,817175,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,90,21899,https://images.tcggo.com/tcggo/storage/21925/combusken-jtg-23-journey-together.png,https://www.tcggo.com/external/cm/21899,https://www.tcggo.com/external/tcgplayer/21899,Combusken,Combusken 23,0.03,0.03,13968,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.09,Uncommon,combusken,Pokémon,https://www.tcggo.com/pokemon/journey-together/combusken-23-1,sv9-23,623450,singles
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,JTG 24,24,817176,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,320,21900,https://images.tcggo.com/tcggo/storage/21926/blaziken-ex-jtg-24-journey-together.png,https://www.tcggo.com/external/cm/21900,https://www.tcggo.com/external/tcgplayer/21900,Blaziken ex,Blaziken ex 24,2.16,2.37,630,EUR,[],,,,,,,,,1,0.7,0.7,4.49,4.49,1,1.75,1.75,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.24,1.15,Double Rare,blaziken-ex,Pokémon,https://www.tcggo.com/pokemon/journey-together/blaziken-ex-24,sv9-24,623451,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,JTG 25,25,817177,159,190,JTG,Pokémon,pokemon,220,https://images.tcggo.com/tcggo/storage/38753/jtg_logo.png,Journey Together,EUR,431.79,EUR,437.39,2025-03-28,1,Scarlet & Violet,scarlet-violet,journey-together,130,21901,https://images.tcggo.com/tcggo/storage/21927/torkoal-jtg-25-journey-together.png,https://www.tcggo.com/external/cm/21901,https://www.tcggo.com/external/tcgplayer/21901,Torkoal,Torkoal 25,0.04,0.04,7008,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,torkoal,Pokémon,https://www.tcggo.com/pokemon/journey-together/torkoal-25-1,sv9-25,623452,singles
