captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,404,aspara,aspara,POR 11,11,877423,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,100,31809,https://images.tcggo.com/tcggo/storage/32197/dartrix.webp,https://www.tcggo.com/external/cm/31809,https://www.tcggo.com/external/tcgplayer/31809,Dartrix,Dartrix 11,,0.03,0.03,9653,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,dartrix,,https://www.tcggo.com/pokemon/perfect-order/dartrix,POR-11,684369,singles
2026-08-23T17:06:43+02:00,,371,aky CG Works,aky-cg-works,POR 12,12,877424,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,320,31810,https://images.tcggo.com/tcggo/storage/32198/decidueye-ex.webp,https://www.tcggo.com/external/cm/31810,https://www.tcggo.com/external/tcgplayer/31810,Decidueye ex,Decidueye ex 12,,0.45,0.4,2138,EUR,[],0.08,0.1,0.1,0.2,0.2,0.08,0.1,0.1,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.49,Double Rare,decidueye-ex,,https://www.tcggo.com/pokemon/perfect-order/decidueye-ex,POR-12,684370,singles
2026-08-23T17:06:43+02:00,,530,Sumiyoshi Kizuki,sumiyoshi-kizuki,POR 13,13,877425,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,90,31811,https://images.tcggo.com/tcggo/storage/32199/fletchinder.webp,https://www.tcggo.com/external/cm/31811,https://www.tcggo.com/external/tcgplayer/31811,Fletchinder,Fletchinder 13,,0.03,0.03,10025,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,fletchinder,,https://www.tcggo.com/pokemon/perfect-order/fletchinder,POR-13,684404,singles
2026-08-23T17:06:43+02:00,,421,Shinji Kanda,shinji-kanda,POR 14,14,877426,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,150,31812,https://images.tcggo.com/tcggo/storage/32200/talonflame.webp,https://www.tcggo.com/external/cm/31812,https://www.tcggo.com/external/tcgplayer/31812,Talonflame,Talonflame 14,,0.03,0.03,11575,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Uncommon,talonflame,,https://www.tcggo.com/pokemon/perfect-order/talonflame,POR-14,684405,singles
2026-08-23T17:06:43+02:00,,1069,Kazuhisa Uragami,kazuhisa-uragami,POR 15,15,877427,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31813,https://images.tcggo.com/tcggo/storage/32201/salandit.webp,https://www.tcggo.com/external/cm/31813,https://www.tcggo.com/external/tcgplayer/31813,Salandit,Salandit 15,,0.03,0.02,10176,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,salandit,,https://www.tcggo.com/pokemon/perfect-order/salandit,POR-15,684382,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,POR 16,16,877428,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,260,31814,https://images.tcggo.com/tcggo/storage/32202/salazzle-ex.webp,https://www.tcggo.com/external/cm/31814,https://www.tcggo.com/external/tcgplayer/31814,Salazzle ex,Salazzle ex 16,,0.36,0.34,2680,EUR,[],0.05,0.1,0.1,0.08,0.08,0.05,0.03,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.36,Double Rare,salazzle-ex,,https://www.tcggo.com/pokemon/perfect-order/salazzle-ex,POR-16,684376,singles
2026-08-23T17:06:43+02:00,,447,Hasuno,hasuno,POR 17,17,877429,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,120,31815,https://images.tcggo.com/tcggo/storage/32203/turtonator.webp,https://www.tcggo.com/external/cm/31815,https://www.tcggo.com/external/tcgplayer/31815,Turtonator,Turtonator 17,,0.02,0.03,12445,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Uncommon,turtonator,,https://www.tcggo.com/pokemon/perfect-order/turtonator,POR-17,684407,singles
2026-08-23T17:06:43+02:00,,768,Kanami Ogata,kanami-ogata,POR 18,18,877430,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,80,31816,https://images.tcggo.com/tcggo/storage/32204/seel.webp,https://www.tcggo.com/external/cm/31816,https://www.tcggo.com/external/tcgplayer/31816,Seel,Seel 18,,0.03,0.02,9932,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,seel,,https://www.tcggo.com/pokemon/perfect-order/seel,POR-18,684372,singles
2026-08-23T17:06:43+02:00,,504,Yoshioka,yoshioka,POR 19,19,877431,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,130,31817,https://images.tcggo.com/tcggo/storage/32205/dewgong.webp,https://www.tcggo.com/external/cm/31817,https://www.tcggo.com/external/tcgplayer/31817,Dewgong,Dewgong 19,,0.05,0.06,7874,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,rare,dewgong,,https://www.tcggo.com/pokemon/perfect-order/dewgong,POR-19,684373,singles
2026-08-23T17:06:43+02:00,,436,Takeshi Nakamura,takeshi-nakamura,POR 20,20,877432,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31818,https://images.tcggo.com/tcggo/storage/32206/staryu.webp,https://www.tcggo.com/external/cm/31818,https://www.tcggo.com/external/tcgplayer/31818,Staryu,Staryu 20,,0.06,0.04,8354,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,Common,staryu,,https://www.tcggo.com/pokemon/perfect-order/staryu,POR-20,684374,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,POR 21,21,877433,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,330,31819,https://images.tcggo.com/tcggo/storage/32207/mega-starmie-ex.webp,https://www.tcggo.com/external/cm/31819,https://www.tcggo.com/external/tcgplayer/31819,Mega Starmie ex,Mega Starmie ex 21,,0.82,0.81,1829,EUR,[],0.25,0.28,0.3,0.49,0.49,0.3,1.45,0.4,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.52,Double Rare,mega-starmie-ex,,https://www.tcggo.com/pokemon/perfect-order/mega-starmie-ex,POR-21,684360,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,POR 22,22,877434,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,210,31820,https://images.tcggo.com/tcggo/storage/32208/lapras-ex.webp,https://www.tcggo.com/external/cm/31820,https://www.tcggo.com/external/tcgplayer/31820,Lapras ex,Lapras ex 22,,0.51,0.48,2401,EUR,[],0.05,0.04,0.04,0.13,0.13,0.05,0.3,0.3,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,Double Rare,lapras-ex,,https://www.tcggo.com/pokemon/perfect-order/lapras-ex,POR-22,684329,singles
2026-08-23T17:06:43+02:00,,402,Hitoshi Ariga,hitoshi-ariga,POR 23,23,877435,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,100,31821,https://images.tcggo.com/tcggo/storage/32209/amaura.webp,https://www.tcggo.com/external/cm/31821,https://www.tcggo.com/external/tcgplayer/31821,Amaura,Amaura 23,,0.03,0.03,9355,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.25,Common,amaura,,https://www.tcggo.com/pokemon/perfect-order/amaura,POR-23,684355,singles
2026-08-23T17:06:43+02:00,,1242,HACCAN,haccan,POR 24,24,877437,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,170,31822,https://images.tcggo.com/tcggo/storage/32210/aurorus.webp,https://www.tcggo.com/external/cm/31822,https://www.tcggo.com/external/tcgplayer/31822,Aurorus,Aurorus 24,,0.06,0.05,7562,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,rare,aurorus,,https://www.tcggo.com/pokemon/perfect-order/aurorus,POR-24,684356,singles
2026-08-23T17:06:43+02:00,,434,AKIRA EGAWA,akira-egawa,POR 25,25,877438,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,130,31823,https://images.tcggo.com/tcggo/storage/32211/volcanion.webp,https://www.tcggo.com/external/cm/31823,https://www.tcggo.com/external/tcgplayer/31823,Volcanion,Volcanion 25,,0.02,0.03,12454,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Uncommon,volcanion,,https://www.tcggo.com/pokemon/perfect-order/volcanion,POR-25,684408,singles
2026-08-23T17:06:43+02:00,,370,Saboteri,saboteri,POR 26,26,877439,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31824,https://images.tcggo.com/tcggo/storage/32212/shinx.webp,https://www.tcggo.com/external/cm/31824,https://www.tcggo.com/external/tcgplayer/31824,Shinx,Shinx 26,,0.03,0.04,9788,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,Common,shinx,,https://www.tcggo.com/pokemon/perfect-order/shinx,POR-26,684409,singles
2026-08-23T17:06:43+02:00,,514,Atsuko Nishida,atsuko-nishida,POR 27,27,877440,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,90,31825,https://images.tcggo.com/tcggo/storage/32213/luxio.webp,https://www.tcggo.com/external/cm/31825,https://www.tcggo.com/external/tcgplayer/31825,Luxio,Luxio 27,,0.03,0.04,12272,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Uncommon,luxio,,https://www.tcggo.com/pokemon/perfect-order/luxio,POR-27,684410,singles
2026-08-23T17:06:43+02:00,,480,Taiga Kasai,taiga-kasai,POR 28,28,877441,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,150,31826,https://images.tcggo.com/tcggo/storage/32214/luxray.webp,https://www.tcggo.com/external/cm/31826,https://www.tcggo.com/external/tcgplayer/31826,Luxray,Luxray 28,,0.05,0.04,8005,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,rare,luxray,,https://www.tcggo.com/pokemon/perfect-order/luxray,POR-28,684411,singles
2026-08-23T17:06:43+02:00,,381,sowsow,sowsow,POR 29,29,877442,88,124,POR,Pokémon,pokemon,399,https://images.tcggo.com/tcggo/storage/32311/Pokemon_TCG_Mega_Evolution—Perfect_Order_Logo.png,Perfect Order,EUR,578.36,EUR,542.27,2026-03-27,17,Mega Evolution,mega-evolution,perfect-order,70,31827,https://images.tcggo.com/tcggo/storage/32215/dedenne.webp,https://www.tcggo.com/external/cm/31827,https://www.tcggo.com/external/tcgplayer/31827,Dedenne,Dedenne 29,,0.03,0.03,9728,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,dedenne,,https://www.tcggo.com/pokemon/perfect-order/dedenne,POR-29,684412,singles
