captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,518,Ryuta Fuse,ryuta-fuse,PBL 11,11,895799,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49780,https://images.tcggo.com/tcggo/storage/38136/charcadet-11-pitch-black.png,https://www.tcggo.com/external/cm/49780,https://www.tcggo.com/external/tcgplayer/49780,Charcadet,Charcadet 11,0.03,0.03,4326,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.2,Common,charcadet,,https://www.tcggo.com/pokemon/pitch-black/charcadet-13,PBL-11,704768,singles
2026-08-23T17:06:43+02:00,,535,Jiro Sasumo,jiro-sasumo,PBL 12,12,895800,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49781,https://images.tcggo.com/tcggo/storage/38137/armarouge-12-pitch-black.png,https://www.tcggo.com/external/cm/49781,https://www.tcggo.com/external/tcgplayer/49781,Armarouge,Armarouge 12,0.06,0.05,2845,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.23,rare,armarouge,,https://www.tcggo.com/pokemon/pitch-black/armarouge-3,PBL-12,704769,singles
2026-08-23T17:06:43+02:00,,440,Shibuzoh.,shibuzoh,PBL 13,13,895801,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49782,https://images.tcggo.com/tcggo/storage/38138/goldeen-13-pitch-black.png,https://www.tcggo.com/external/cm/49782,https://www.tcggo.com/external/tcgplayer/49782,Goldeen,Goldeen 13,0.03,0.03,5446,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.15,Common,goldeen,,https://www.tcggo.com/pokemon/pitch-black/goldeen-15,PBL-13,704770,singles
2026-08-23T17:06:43+02:00,,374,OKUBO,okubo,PBL 14,14,895802,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49783,https://images.tcggo.com/tcggo/storage/38139/seaking-14-pitch-black.png,https://www.tcggo.com/external/cm/49783,https://www.tcggo.com/external/tcgplayer/49783,Seaking,Seaking 14,0.03,0.03,5256,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.14,Uncommon,seaking,,https://www.tcggo.com/pokemon/pitch-black/seaking-14,PBL-14,704771,singles
2026-08-23T17:06:43+02:00,,427,Asako Ito,asako-ito,PBL 15,15,895803,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49784,https://images.tcggo.com/tcggo/storage/38140/wailmer-15-pitch-black.png,https://www.tcggo.com/external/cm/49784,https://www.tcggo.com/external/tcgplayer/49784,Wailmer,Wailmer 15,0.05,0.04,3700,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.23,Common,wailmer,,https://www.tcggo.com/pokemon/pitch-black/wailmer-14,PBL-15,704772,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,PBL 16,16,895804,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49785,https://images.tcggo.com/tcggo/storage/38141/wailord-ex-16-pitch-black.png,https://www.tcggo.com/external/cm/49785,https://www.tcggo.com/external/tcgplayer/49785,Wailord ex,Wailord ex 16,0.65,0.53,1146,EUR,[],0.05,0.03,0.03,0.1,0.1,0.05,0.05,0.05,0.07,0.07,,,,,,,,,,,,EUR,0.46,Double Rare,wailord-ex,,https://www.tcggo.com/pokemon/pitch-black/wailord-ex,PBL-16,704773,singles
2026-08-23T17:06:43+02:00,,362,Naoyo Kimura,naoyo-kimura,PBL 17,17,895805,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49786,https://images.tcggo.com/tcggo/storage/38142/relicanth-17-pitch-black.png,https://www.tcggo.com/external/cm/49786,https://www.tcggo.com/external/tcgplayer/49786,Relicanth,Relicanth 17,0.04,0.04,4978,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.17,Uncommon,relicanth,,https://www.tcggo.com/pokemon/pitch-black/relicanth-13,PBL-17,704774,singles
2026-08-23T17:06:43+02:00,,368,Oswaldo KATO,oswaldo-kato,PBL 18,18,895806,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49787,https://images.tcggo.com/tcggo/storage/38143/popplio-18-pitch-black.png,https://www.tcggo.com/external/cm/49787,https://www.tcggo.com/external/tcgplayer/49787,Popplio,Popplio 18,0.03,0.03,5418,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.15,Common,popplio,,https://www.tcggo.com/pokemon/pitch-black/popplio-6,PBL-18,704775,singles
2026-08-23T17:06:43+02:00,,376,MINAMINAMI Take,minaminami-take,PBL 19,19,895807,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49788,https://images.tcggo.com/tcggo/storage/38144/brionne-19-pitch-black.png,https://www.tcggo.com/external/cm/49788,https://www.tcggo.com/external/tcgplayer/49788,Brionne,Brionne 19,0.03,0.03,4203,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.12,Common,brionne,,https://www.tcggo.com/pokemon/pitch-black/brionne-2,PBL-19,704776,singles
2026-08-23T17:06:43+02:00,,398,Taira Akitsu,taira-akitsu,PBL 20,20,895808,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49789,https://images.tcggo.com/tcggo/storage/38145/primarina-20-pitch-black.png,https://www.tcggo.com/external/cm/49789,https://www.tcggo.com/external/tcgplayer/49789,Primarina,Primarina 20,0.09,0.08,2692,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.4,rare,primarina,,https://www.tcggo.com/pokemon/pitch-black/primarina-2,PBL-20,704777,singles
2026-08-23T17:06:43+02:00,,425,Yukiko Baba,yukiko-baba,PBL 21,21,895809,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49790,https://images.tcggo.com/tcggo/storage/38146/finizen-21-pitch-black.png,https://www.tcggo.com/external/cm/49790,https://www.tcggo.com/external/tcgplayer/49790,Finizen,Finizen 21,0.03,0.03,3964,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.19,Common,finizen,,https://www.tcggo.com/pokemon/pitch-black/finizen-4,PBL-21,704778,singles
2026-08-23T17:06:43+02:00,,417,satoma,satoma,PBL 22,22,895810,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49791,https://images.tcggo.com/tcggo/storage/38147/palafin-22-pitch-black.png,https://www.tcggo.com/external/cm/49791,https://www.tcggo.com/external/tcgplayer/49791,Palafin,Palafin 22,0.03,0.03,5224,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.16,Uncommon,palafin,,https://www.tcggo.com/pokemon/pitch-black/palafin-4,PBL-22,704779,singles
2026-08-23T17:06:43+02:00,,422,Dsuke,dsuke,PBL 23,23,895811,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49792,https://images.tcggo.com/tcggo/storage/38148/electrike-23-pitch-black.png,https://www.tcggo.com/external/cm/49792,https://www.tcggo.com/external/tcgplayer/49792,Electrike,Electrike 23,0.04,0.03,5392,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.21,Common,electrike,,https://www.tcggo.com/pokemon/pitch-black/electrike-29,PBL-23,704780,singles
2026-08-23T17:06:43+02:00,,419,Uninori,uninori,PBL 24,24,895812,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49793,https://images.tcggo.com/tcggo/storage/38149/manectric-24-pitch-black.png,https://www.tcggo.com/external/cm/49793,https://www.tcggo.com/external/tcgplayer/49793,Manectric,Manectric 24,0.04,0.03,4693,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.19,Uncommon,manectric,,https://www.tcggo.com/pokemon/pitch-black/manectric-29,PBL-24,704781,singles
2026-08-23T17:06:43+02:00,,1069,Kazuhisa Uragami,kazuhisa-uragami,PBL 25,25,895813,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49794,https://images.tcggo.com/tcggo/storage/38150/charjabug-25-pitch-black.png,https://www.tcggo.com/external/cm/49794,https://www.tcggo.com/external/tcgplayer/49794,Charjabug,Charjabug 25,0.03,0.02,4596,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.16,Common,charjabug,,https://www.tcggo.com/pokemon/pitch-black/charjabug-6,PBL-25,704782,singles
2026-08-23T17:06:43+02:00,,382,KEIICHIRO ITO,keiichiro-ito,PBL 26,26,895814,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49795,https://images.tcggo.com/tcggo/storage/38151/vikavolt-26-pitch-black.png,https://www.tcggo.com/external/cm/49795,https://www.tcggo.com/external/tcgplayer/49795,Vikavolt,Vikavolt 26,0.04,0.03,4635,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.16,Uncommon,vikavolt,,https://www.tcggo.com/pokemon/pitch-black/vikavolt-6,PBL-26,704783,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,PBL 27,27,895787,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49796,https://images.tcggo.com/tcggo/storage/38152/mega-zeraora-ex-27-pitch-black.png,https://www.tcggo.com/external/cm/49796,https://www.tcggo.com/external/tcgplayer/49796,Mega Zeraora ex,Mega Zeraora ex 27,0.78,0.64,1166,EUR,[],0.1,0.3,0.3,0.48,0.48,0.1,0.4,0.4,0.17,0.17,,,,,,,,,,,,EUR,0.63,Double Rare,mega-zeraora-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-zeraora-ex,PBL-27,704784,singles
2026-08-23T17:06:43+02:00,,769,mashu,mashu,PBL 28,28,895815,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49797,https://images.tcggo.com/tcggo/storage/38153/miraidon-28-pitch-black.png,https://www.tcggo.com/external/cm/49797,https://www.tcggo.com/external/tcgplayer/49797,Miraidon,Miraidon 28,0.07,0.06,2871,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.24,rare,miraidon,,https://www.tcggo.com/pokemon/pitch-black/miraidon-6,PBL-28,704785,singles
2026-08-23T17:06:43+02:00,,494,Nelnal,nelnal,PBL 29,29,895816,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49798,https://images.tcggo.com/tcggo/storage/38154/slowpoke-29-pitch-black.png,https://www.tcggo.com/external/cm/49798,https://www.tcggo.com/external/tcgplayer/49798,Slowpoke,Slowpoke 29,0.05,0.04,3942,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.21,Common,slowpoke,,https://www.tcggo.com/pokemon/pitch-black/slowpoke-35,PBL-29,704786,singles
2026-08-23T17:06:43+02:00,,1071,CHORISO,choriso,PBL 30,30,895817,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49799,https://images.tcggo.com/tcggo/storage/38155/slowbro-30-pitch-black.png,https://www.tcggo.com/external/cm/49799,https://www.tcggo.com/external/tcgplayer/49799,Slowbro,Slowbro 30,0.04,0.03,5002,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.21,Uncommon,slowbro,,https://www.tcggo.com/pokemon/pitch-black/slowbro-17,PBL-30,704787,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,PBL 31,31,895818,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49800,https://images.tcggo.com/tcggo/storage/38156/mega-slowbro-ex-31-pitch-black.png,https://www.tcggo.com/external/cm/49800,https://www.tcggo.com/external/tcgplayer/49800,Mega Slowbro ex,Mega Slowbro ex 31,0.69,0.6,1328,EUR,[],0.1,0.1,0.1,0.18,0.18,0.1,0.33,0.33,0.08,0.08,,,,,,,,,,,,EUR,0.68,Double Rare,mega-slowbro-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-slowbro-ex,PBL-31,704788,singles
2026-08-23T17:06:43+02:00,,1068,Yoshimoto Yoshimon,yoshimoto-yoshimon,PBL 32,32,895819,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,697.45,EUR,720.52,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49801,https://images.tcggo.com/tcggo/storage/38157/jynx-32-pitch-black.png,https://www.tcggo.com/external/cm/49801,https://www.tcggo.com/external/tcgplayer/49801,Jynx,Jynx 32,0.03,0.03,3815,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,EUR,0.17,Common,jynx,,https://www.tcggo.com/pokemon/pitch-black/jynx-16,PBL-32,704789,singles
