captured_at,expansion_id,expansion_name,expansion_slug,expansion_released_at,card_id,card_name,card_number,rarity,cardmarket_price_eur,price_field,currency,cardmarket_url,image_url
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49800,Mega Slowbro ex,31,Double Rare,0.1,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49800,https://images.tcggo.com/tcggo/storage/38156/mega-slowbro-ex-31-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49814,Rampardos ex,45,Double Rare,0.1,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49814,https://images.tcggo.com/tcggo/storage/38170/rampardos-ex-45-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49824,Morpeko ex,55,Double Rare,0.09,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49824,https://images.tcggo.com/tcggo/storage/38180/morpeko-ex-55-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49785,Wailord ex,16,Double Rare,0.05,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49785,https://images.tcggo.com/tcggo/storage/38141/wailord-ex-16-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49835,Pikipek,66,Common,0.03,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49835,https://images.tcggo.com/tcggo/storage/38191/pikipek-66-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49836,Trumbeak,67,Common,0.03,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49836,https://images.tcggo.com/tcggo/storage/38192/trumbeak-67-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49844,Dark Bell,75,Uncommon,0.03,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49844,https://images.tcggo.com/tcggo/storage/38200/dark-bell-75-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49770,Tropius,1,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49770,https://images.tcggo.com/tcggo/storage/38126/tropius-1-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49771,Grubbin,2,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49771,https://images.tcggo.com/tcggo/storage/38127/grubbin-2-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49772,Fomantis,3,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49772,https://images.tcggo.com/tcggo/storage/38128/fomantis-3-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49774,Poltchageist,5,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49774,https://images.tcggo.com/tcggo/storage/38130/poltchageist-5-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49775,Sinistcha,6,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49775,https://images.tcggo.com/tcggo/storage/38131/sinistcha-6-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49776,Heatran,7,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49776,https://images.tcggo.com/tcggo/storage/38132/heatran-7-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49778,Sizzlipede,9,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49778,https://images.tcggo.com/tcggo/storage/38134/sizzlipede-9-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49779,Centiskorch,10,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49779,https://images.tcggo.com/tcggo/storage/38135/centiskorch-10-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49780,Charcadet,11,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49780,https://images.tcggo.com/tcggo/storage/38136/charcadet-11-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49781,Armarouge,12,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49781,https://images.tcggo.com/tcggo/storage/38137/armarouge-12-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49782,Goldeen,13,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49782,https://images.tcggo.com/tcggo/storage/38138/goldeen-13-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49783,Seaking,14,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49783,https://images.tcggo.com/tcggo/storage/38139/seaking-14-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49784,Wailmer,15,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49784,https://images.tcggo.com/tcggo/storage/38140/wailmer-15-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49786,Relicanth,17,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49786,https://images.tcggo.com/tcggo/storage/38142/relicanth-17-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49787,Popplio,18,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49787,https://images.tcggo.com/tcggo/storage/38143/popplio-18-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49788,Brionne,19,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49788,https://images.tcggo.com/tcggo/storage/38144/brionne-19-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49789,Primarina,20,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49789,https://images.tcggo.com/tcggo/storage/38145/primarina-20-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49790,Finizen,21,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49790,https://images.tcggo.com/tcggo/storage/38146/finizen-21-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49791,Palafin,22,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49791,https://images.tcggo.com/tcggo/storage/38147/palafin-22-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49792,Electrike,23,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49792,https://images.tcggo.com/tcggo/storage/38148/electrike-23-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49793,Manectric,24,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49793,https://images.tcggo.com/tcggo/storage/38149/manectric-24-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49794,Charjabug,25,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49794,https://images.tcggo.com/tcggo/storage/38150/charjabug-25-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49795,Vikavolt,26,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49795,https://images.tcggo.com/tcggo/storage/38151/vikavolt-26-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49797,Miraidon,28,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49797,https://images.tcggo.com/tcggo/storage/38153/miraidon-28-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49798,Slowpoke,29,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49798,https://images.tcggo.com/tcggo/storage/38154/slowpoke-29-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49799,Slowbro,30,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49799,https://images.tcggo.com/tcggo/storage/38155/slowbro-30-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49801,Jynx,32,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49801,https://images.tcggo.com/tcggo/storage/38157/jynx-32-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49802,Shuppet,33,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49802,https://images.tcggo.com/tcggo/storage/38158/shuppet-33-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49803,Banette,34,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49803,https://images.tcggo.com/tcggo/storage/38159/banette-34-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49804,Spiritomb,35,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49804,https://images.tcggo.com/tcggo/storage/38160/spiritomb-35-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49805,Litwick,36,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49805,https://images.tcggo.com/tcggo/storage/38161/litwick-36-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49806,Lampent,37,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49806,https://images.tcggo.com/tcggo/storage/38162/lampent-37-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49807,Mega Chandelure ex,38,Double Rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49807,https://images.tcggo.com/tcggo/storage/38163/mega-chandelure-ex-38-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49808,Dhelmise,39,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49808,https://images.tcggo.com/tcggo/storage/38164/dhelmise-39-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49809,Marshadow,40,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49809,https://images.tcggo.com/tcggo/storage/38165/marshadow-40-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49810,Annihilape,41,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49810,https://images.tcggo.com/tcggo/storage/38166/annihilape-41-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49811,Mankey,42,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49811,https://images.tcggo.com/tcggo/storage/38167/mankey-42-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49812,Primeape,43,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49812,https://images.tcggo.com/tcggo/storage/38168/primeape-43-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49813,Cranidos,44,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49813,https://images.tcggo.com/tcggo/storage/38169/cranidos-44-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49815,Drilbur,46,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49815,https://images.tcggo.com/tcggo/storage/38171/drilbur-46-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49816,Koraidon,47,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49816,https://images.tcggo.com/tcggo/storage/38172/koraidon-47-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49818,Vullaby,49,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49818,https://images.tcggo.com/tcggo/storage/38174/vullaby-49-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49819,Mandibuzz,50,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49819,https://images.tcggo.com/tcggo/storage/38175/mandibuzz-50-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49820,Inkay,51,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49820,https://images.tcggo.com/tcggo/storage/38176/inkay-51-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49821,Malamar,52,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49821,https://images.tcggo.com/tcggo/storage/38177/malamar-52-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49822,Nickit,53,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49822,https://images.tcggo.com/tcggo/storage/38178/nickit-53-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49823,Thievul,54,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49823,https://images.tcggo.com/tcggo/storage/38179/thievul-54-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49825,Zarude,56,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49825,https://images.tcggo.com/tcggo/storage/38181/zarude-56-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49826,Maschiff,57,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49826,https://images.tcggo.com/tcggo/storage/38182/maschiff-57-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49827,Mabosstiff,58,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49827,https://images.tcggo.com/tcggo/storage/38183/mabosstiff-58-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49828,Chi-Yu,59,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49828,https://images.tcggo.com/tcggo/storage/38184/chi-yu-59-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49829,Skarmory,60,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49829,https://images.tcggo.com/tcggo/storage/38185/skarmory-60-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49830,Shieldon,61,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49830,https://images.tcggo.com/tcggo/storage/38186/shieldon-61-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49831,Bastiodon,62,rare,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49831,https://images.tcggo.com/tcggo/storage/38187/bastiodon-62-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49832,Bronzor,63,Common,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49832,https://images.tcggo.com/tcggo/storage/38188/bronzor-63-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49833,Bronzong,64,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49833,https://images.tcggo.com/tcggo/storage/38189/bronzong-64-pitch-black.png
2026-08-17T14:36:03+02:00,415,Pitch Black,pitch-black,2026-07-17,49837,Toucannon,68,Uncommon,0.02,lowest_near_mint,EUR,https://www.tcggo.com/external/cm/49837,https://images.tcggo.com/tcggo/storage/38193/toucannon-68-pitch-black.png
