expansion_id,expansion_name,expansion_released_at,analysis_start,analysis_end,price_rank,observed_on,card_id,cardmarket_id,tcgid,card_name,card_number,rarity,cm_low,cm_low_de,cm_low_es,cm_low_fr,cm_low_it,tcg_player_market
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-13,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,377.06,320,300,520,290,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-14,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,369.99,349.99,300,500,250,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-15,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,380,475,299,500,280,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-16,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,376.8,347.9,299,499.99,290,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-17,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,376.96,392,295,510,290,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-18,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,460,368.99,295,510,295,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-19,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,500,369.9,295,520,299.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-20,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,500,399.99,295,520,299.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-21,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,490,389.99,295,499,445,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-22,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,490,389.99,295,504.99,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-23,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,500,400,295,504.99,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-24,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,510,449,275,480,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-25,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,510,449,275,480,299.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-26,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,450,449,250,450,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-27,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,550,544,250,450,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-28,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,550,500,250,500,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-29,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,599,499.9,300,499.99,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-30,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,650,465,300,480,300,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-03-31,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,630,489.9,300,499.99,310,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-01,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,740,489.9,294,499.99,330,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-02,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,720,489.9,290,499.99,330,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-03,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,740,546,290,499.99,389,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-04,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,740,489.9,290,499.99,429,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-05,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,740,489.9,290,499.99,429,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-06,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,995,555,297,520,449.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-07,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,899.99,650,550,504.99,449.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-08,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,740,570,600,520,350,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-09,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,740,559.99,600,540,449.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-10,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,887.28,569,350,499.99,430,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-11,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,940,650,599,545,494.99,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-12,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,650,550,495,520,430,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-13,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,800,590,500,520,400,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-14,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,887.32,650,465,520,400,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-15,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,800,699.99,500,569,400,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-16,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,888.09,675,455,550,400,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-17,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,899,675,350,550,449.87,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-18,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,887.73,660,350,580,400,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-19,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,650,400,550,550,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-20,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,886.67,674.95,450,700,449.87,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-21,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1050,635,550,950,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-22,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,945,635,430,950,440,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-23,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,959.99,694,499.9,990,440,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-24,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,980,757,450,940,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-25,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,980,750,500,850,510,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-26,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,798,500,850,480,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-27,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,769.69,495,850,480,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-28,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,780,450,925,480,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-29,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,769,500,850,490,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-04-30,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,780,595,849.99,899,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-01,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,850,600,799,899,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-02,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,899,500,845,900,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-04,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,844.99,500,810,850,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-05,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,824.99,600,810,850,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-08,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,970,899,575,810,635,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-09,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,970,805,585,849.99,690,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-12,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,970,810,599,820,580,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-13,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,970,850,595,820,589,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-14,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1049,849,599.99,820,580,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-15,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1049,855,600,915,749.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-19,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1065,849.99,560,819,560,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-20,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1064.07,820,590,720,550,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-21,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1064.07,820,500,575,515,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-22,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1047.8,845,560,799,560,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-23,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,845,500,799,689,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-24,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,820,527.5,819,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-25,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,820,500,720,549,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-26,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,800,500,799,519,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-27,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,800,527.5,720,590,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-28,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,790,475,720,560,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-29,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,799.99,475,720,560,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-30,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,850,475,780,519,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-05-31,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1000,799.99,474,720,519,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-01,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,998.95,799.99,475,780,519,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-02,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,998.95,819,550,780,450,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-03,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,998.95,789,470,780,600,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-04,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,998.95,789,470,720,519,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-05,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,998.95,789,470,720,519,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-06,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,998.95,790,470,720,519,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-07,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,998.95,790,545,720,599.36,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-08,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1094,795,545,720,550,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-09,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1050,794.99,470,720,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-10,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1050,794.99,400,720,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-11,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,819.49,474,755,550,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-12,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,775,515,755,649.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-13,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,900,799,515,849.99,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-14,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,799,599.9,820,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-15,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,850,599.9,710,630,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-16,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,800,629,820,599.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-17,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,799.99,550,820,649,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-18,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,799,499.99,820,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-19,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949,745,595,820,599.9,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-20,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,745,499.99,850,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-21,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,790,499.99,950,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-22,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,760,475,899.95,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-23,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1093.98,790,500,825,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-24,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,790,475,825,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-25,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,790,475,825,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-26,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,765,475,825,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-27,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,1090,770,475,840,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-28,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,770,475,840,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-29,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,770,475,840,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-06-30,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,770,500,840,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-01,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,750,500,840,530,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-02,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,745,475,840,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-06,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,745,475,840,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-07,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,745,475,1000,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-08,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,755,499.9,898,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-09,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,755,495,898,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-10,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,999,755,495,999,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-11,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,994.99,755,495,999,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-13,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,994.99,749,525,999,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-14,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,994.99,700,522,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-18,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,735,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-19,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,735,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-20,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,735,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-21,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,735,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-22,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,735,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-24,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,699,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-26,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,699,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-27,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,699,475,998,500,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-28,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,699,475,998,499,
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-30,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,699,475,998,499,994.5
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-07-31,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,699,475,998,499,992.27
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-01,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,699,475,998,499,992.27
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-02,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,990,700,475,900,499,992.27
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-03,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,694.9,574.9,900,490,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-04,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,694.9,574.9,900,490,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-05,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,694,475,900,500,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-07,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,700,475,1000,500,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-08,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,950,690,550,1000,500,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-10,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949.95,689,520,1100,500,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-11,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949.95,689,520,1100,500,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-12,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,949.95,679,475,1100,530,991.62
396,Ascended Heroes,2026-01-30,2026-02-19,2026-08-19,1,2026-08-13,31727,869888,me2pt5-276,Pikachu ex,276,Special Illustration Rare,960,690,475,1100,530,930.08
